Patient	Protocol_1	Protocol_2	bcdist
D03	NF	OF	0.203569489
D03	NF	OH	0.195796628
D03	NF	OH	0.250154461
D03	NF	OH	0.24701266
D03	NF	OR	0.324339496
D03	NF	OR	0.232090799
D03	NF	OR	0.195957919
D03	NF	ZF	0.19306233
D03	NF	ZF	0.097850085
D03	NF	ZF	0.12262451
D03	NF	ZH	0.278673586
D03	NF	ZH	0.233877632
D03	NF	ZR	0.237846277
D03	NF	ZR	0.241703177
D03	NF	ZR	0.333371348
D03	OF	NF	0.350765078
D03	OF	NF	0.168674492
D03	OF	NF	0.185055143
D03	OF	OF	0.081298868
D03	OF	OF	0.036517582
D03	OF	OH	0.093698132
D03	OF	OH	0.154578071
D03	OF	OH	0.129366268
D03	OF	OR	0.15398091
D03	OF	OR	0.075054557
D03	OF	OR	0.067938267
D03	OF	ZF	0.061215447
D03	OF	ZF	0.117331121
D03	OF	ZF	0.083363541
D03	OF	ZH	0.161941563
D03	OF	ZH	0.125782297
D03	OF	ZR	0.15426174
D03	OF	ZR	0.118847009
D03	OF	ZR	0.17710191
D03	OF	NF	0.426615267
D03	OF	NF	0.246184584
D03	OF	NF	0.261188634
D03	OF	OF	0.081298868
D03	OF	OF	0.058691908
D03	OF	OH	0.08960538
D03	OF	OH	0.123095311
D03	OF	OH	0.113364011
D03	OF	OR	0.083505678
D03	OF	OR	0.081462494
D03	OF	OR	0.114348873
D03	OF	ZF	0.113335463
D03	OF	ZF	0.192523385
D03	OF	ZF	0.151188298
D03	OF	ZH	0.188302167
D03	OF	ZH	0.10116632
D03	OF	ZR	0.185279126
D03	OF	ZR	0.148778991
D03	OF	ZR	0.139373549
D03	OF	NF	0.370337007
D03	OF	NF	0.18890165
D03	OF	NF	0.203569489
D03	OF	OF	0.036517582
D03	OF	OF	0.058691908
D03	OF	OH	0.085055652
D03	OF	OH	0.141903113
D03	OF	OH	0.116371217
D03	OF	OR	0.134843124
D03	OF	OR	0.07137235
D03	OF	OR	0.077859139
D03	OF	ZF	0.079270856
D03	OF	ZF	0.138115922
D03	OF	ZF	0.096465515
D03	OF	ZH	0.186183679
D03	OF	ZH	0.111614231
D03	OF	ZR	0.173061167
D03	OF	ZR	0.140873801
D03	OF	ZR	0.161833622
D03	OH	NF	0.361820099
D03	OH	NF	0.179282686
D03	OH	NF	0.195796628
D03	OH	OF	0.093698132
D03	OH	OF	0.08960538
D03	OH	OF	0.085055652
D03	OH	OH	0.100568724
D03	OH	OH	0.100822183
D03	OH	OR	0.14469036
D03	OH	OR	0.083610576
D03	OH	OR	0.104975461
D03	OH	ZF	0.123189767
D03	OH	ZF	0.122540176
D03	OH	ZF	0.089592662
D03	OH	ZH	0.209375358
D03	OH	ZH	0.063261958
D03	OH	ZR	0.182964074
D03	OH	ZR	0.171485323
D03	OH	ZR	0.173900023
D03	OH	NF	0.406182008
D03	OH	NF	0.230930264
D03	OH	NF	0.250154461
D03	OH	OF	0.154578071
D03	OH	OF	0.123095311
D03	OH	OF	0.141903113
D03	OH	OH	0.100568724
D03	OH	OH	0.035763121
D03	OH	OR	0.121671132
D03	OH	OR	0.127940847
D03	OH	OR	0.151839561
D03	OH	ZF	0.159054042
D03	OH	ZF	0.208998289
D03	OH	ZF	0.175306826
D03	OH	ZH	0.196705172
D03	OH	ZH	0.095636839
D03	OH	ZR	0.171105262
D03	OH	ZR	0.166210646
D03	OH	ZR	0.143797777
D03	OH	NF	0.405736406
D03	OH	NF	0.232076787
D03	OH	NF	0.24701266
D03	OH	OF	0.129366268
D03	OH	OF	0.113364011
D03	OH	OF	0.116371217
D03	OH	OH	0.100822183
D03	OH	OH	0.035763121
D03	OH	OR	0.115216411
D03	OH	OR	0.109471489
D03	OH	OR	0.130031628
D03	OH	ZF	0.136941502
D03	OH	ZF	0.19719243
D03	OH	ZF	0.162650729
D03	OH	ZH	0.181099603
D03	OH	ZH	0.101006593
D03	OH	ZR	0.15515363
D03	OH	ZR	0.148488879
D03	OH	ZR	0.134844775
D03	OR	NF	0.491595352
D03	OR	NF	0.308021992
D03	OR	NF	0.324339496
D03	OR	OF	0.15398091
D03	OR	OF	0.083505678
D03	OR	OF	0.134843124
D03	OR	OH	0.14469036
D03	OR	OH	0.121671132
D03	OR	OH	0.115216411
D03	OR	OR	0.097691547
D03	OR	OR	0.134872543
D03	OR	ZF	0.157042986
D03	OR	ZF	0.251509122
D03	OR	ZF	0.213734418
D03	OR	ZH	0.169135712
D03	OR	ZH	0.114646748
D03	OR	ZR	0.194825787
D03	OR	ZR	0.151886517
D03	OR	ZR	0.132079256
D03	OR	NF	0.400804484
D03	OR	NF	0.214675732
D03	OR	NF	0.232090799
D03	OR	OF	0.075054557
D03	OR	OF	0.081462494
D03	OR	OF	0.07137235
D03	OR	OH	0.083610576
D03	OR	OH	0.127940847
D03	OR	OH	0.109471489
D03	OR	OR	0.097691547
D03	OR	OR	0.040542658
D03	OR	ZF	0.101568829
D03	OR	ZF	0.159118665
D03	OR	ZF	0.130431448
D03	OR	ZH	0.156610611
D03	OR	ZH	0.100316762
D03	OR	ZR	0.180291744
D03	OR	ZR	0.131251759
D03	OR	ZR	0.15123567
D03	OR	NF	0.363198929
D03	OR	NF	0.179811282
D03	OR	NF	0.195957919
D03	OR	OF	0.067938267
D03	OR	OF	0.114348873
D03	OR	OF	0.077859139
D03	OR	OH	0.104975461
D03	OR	OH	0.151839561
D03	OR	OH	0.130031628
D03	OR	OR	0.134872543
D03	OR	OR	0.040542658
D03	OR	ZF	0.090550989
D03	OR	ZF	0.132839109
D03	OR	ZF	0.1121888
D03	OR	ZH	0.149766295
D03	OR	ZH	0.125528152
D03	OR	ZR	0.168079886
D03	OR	ZR	0.119804236
D03	OR	ZR	0.175888295
D03	ZF	NF	0.358663018
D03	ZF	NF	0.173195204
D03	ZF	NF	0.19306233
D03	ZF	OF	0.061215447
D03	ZF	OF	0.113335463
D03	ZF	OF	0.079270856
D03	ZF	OH	0.123189767
D03	ZF	OH	0.159054042
D03	ZF	OH	0.136941502
D03	ZF	OR	0.157042986
D03	ZF	OR	0.101568829
D03	ZF	OR	0.090550989
D03	ZF	ZF	0.112174857
D03	ZF	ZF	0.090121053
D03	ZF	ZH	0.1183164
D03	ZF	ZH	0.126292448
D03	ZF	ZR	0.126703596
D03	ZF	ZR	0.073558249
D03	ZF	ZR	0.154455438
D03	ZF	NF	0.259234606
D03	ZF	NF	0.081330568
D03	ZF	NF	0.097850085
D03	ZF	OF	0.117331121
D03	ZF	OF	0.192523385
D03	ZF	OF	0.138115922
D03	ZF	OH	0.122540176
D03	ZF	OH	0.208998289
D03	ZF	OH	0.19719243
D03	ZF	OR	0.251509122
D03	ZF	OR	0.159118665
D03	ZF	OR	0.132839109
D03	ZF	ZF	0.112174857
D03	ZF	ZF	0.052561533
D03	ZF	ZH	0.197806993
D03	ZF	ZH	0.159783705
D03	ZF	ZR	0.178166127
D03	ZF	ZR	0.159046688
D03	ZF	ZR	0.258954489
D03	ZF	NF	0.291354116
D03	ZF	NF	0.104408496
D03	ZF	NF	0.12262451
D03	ZF	OF	0.083363541
D03	ZF	OF	0.151188298
D03	ZF	OF	0.096465515
D03	ZF	OH	0.089592662
D03	ZF	OH	0.175306826
D03	ZF	OH	0.162650729
D03	ZF	OR	0.213734418
D03	ZF	OR	0.130431448
D03	ZF	OR	0.1121888
D03	ZF	ZF	0.090121053
D03	ZF	ZF	0.052561533
D03	ZF	ZH	0.202367142
D03	ZF	ZH	0.127531241
D03	ZF	ZR	0.176384154
D03	ZF	ZR	0.158031599
D03	ZF	ZR	0.226412975
D03	ZH	NF	0.425844939
D03	ZH	NF	0.258809812
D03	ZH	NF	0.278673586
D03	ZH	OF	0.161941563
D03	ZH	OF	0.188302167
D03	ZH	OF	0.186183679
D03	ZH	OH	0.209375358
D03	ZH	OH	0.196705172
D03	ZH	OH	0.181099603
D03	ZH	OR	0.169135712
D03	ZH	OR	0.156610611
D03	ZH	OR	0.149766295
D03	ZH	ZF	0.1183164
D03	ZH	ZF	0.197806993
D03	ZH	ZF	0.202367142
D03	ZH	ZH	0.180351006
D03	ZH	ZR	0.08811952
D03	ZH	ZR	0.068284538
D03	ZH	ZR	0.115953722
D03	ZH	NF	0.393791588
D03	ZH	NF	0.216058497
D03	ZH	NF	0.233877632
D03	ZH	OF	0.125782297
D03	ZH	OF	0.10116632
D03	ZH	OF	0.111614231
D03	ZH	OH	0.063261958
D03	ZH	OH	0.095636839
D03	ZH	OH	0.101006593
D03	ZH	OR	0.114646748
D03	ZH	OR	0.100316762
D03	ZH	OR	0.125528152
D03	ZH	ZF	0.126292448
D03	ZH	ZF	0.159783705
D03	ZH	ZF	0.127531241
D03	ZH	ZH	0.180351006
D03	ZH	ZR	0.173977306
D03	ZH	ZR	0.143194458
D03	ZH	ZR	0.146484758
D03	ZR	NF	0.388505648
D03	ZR	NF	0.221973838
D03	ZR	NF	0.237846277
D03	ZR	OF	0.15426174
D03	ZR	OF	0.185279126
D03	ZR	OF	0.173061167
D03	ZR	OH	0.182964074
D03	ZR	OH	0.171105262
D03	ZR	OH	0.15515363
D03	ZR	OR	0.194825787
D03	ZR	OR	0.180291744
D03	ZR	OR	0.168079886
D03	ZR	ZF	0.126703596
D03	ZR	ZF	0.178166127
D03	ZR	ZF	0.176384154
D03	ZR	ZH	0.08811952
D03	ZR	ZH	0.173977306
D03	ZR	ZR	0.109766567
D03	ZR	ZR	0.122919578
D03	ZR	NF	0.395670595
D03	ZR	NF	0.219561453
D03	ZR	NF	0.241703177
D03	ZR	OF	0.118847009
D03	ZR	OF	0.148778991
D03	ZR	OF	0.140873801
D03	ZR	OH	0.171485323
D03	ZR	OH	0.166210646
D03	ZR	OH	0.148488879
D03	ZR	OR	0.151886517
D03	ZR	OR	0.131251759
D03	ZR	OR	0.119804236
D03	ZR	ZF	0.073558249
D03	ZR	ZF	0.159046688
D03	ZR	ZF	0.158031599
D03	ZR	ZH	0.068284538
D03	ZR	ZH	0.143194458
D03	ZR	ZR	0.109766567
D03	ZR	ZR	0.126882121
D03	ZR	NF	0.499271164
D03	ZR	NF	0.316132282
D03	ZR	NF	0.333371348
D03	ZR	OF	0.17710191
D03	ZR	OF	0.139373549
D03	ZR	OF	0.161833622
D03	ZR	OH	0.173900023
D03	ZR	OH	0.143797777
D03	ZR	OH	0.134844775
D03	ZR	OR	0.132079256
D03	ZR	OR	0.15123567
D03	ZR	OR	0.175888295
D03	ZR	ZF	0.154455438
D03	ZR	ZF	0.258954489
D03	ZR	ZF	0.226412975
D03	ZR	ZH	0.115953722
D03	ZR	ZH	0.146484758
D03	ZR	ZR	0.122919578
D03	ZR	ZR	0.126882121
D04	NF	NF	0.028763772
D04	NF	NF	0.044809587
D04	NF	OF	0.057198104
D04	NF	OF	0.246867855
D04	NF	OF	0.09873773
D04	NF	OH	0.287202799
D04	NF	OH	0.245279464
D04	NF	OH	0.195592088
D04	NF	OR	0.069022988
D04	NF	OR	0.276721514
D04	NF	OR	0.070364352
D04	NF	ZF	0.130994447
D04	NF	ZF	0.133797987
D04	NF	ZF	0.129617278
D04	NF	ZH	0.206942458
D04	NF	ZH	0.201004065
D04	NF	ZH	0.184179073
D04	NF	ZR	0.229974294
D04	NF	ZR	0.170281082
D04	NF	ZR	0.172383729
D04	NF	NF	0.028763772
D04	NF	NF	0.050451181
D04	NF	OF	0.063013488
D04	NF	OF	0.244640747
D04	NF	OF	0.099422016
D04	NF	OH	0.281710895
D04	NF	OH	0.239682283
D04	NF	OH	0.188968474
D04	NF	OR	0.067495618
D04	NF	OR	0.270918368
D04	NF	OR	0.059903665
D04	NF	ZF	0.131911288
D04	NF	ZF	0.133906224
D04	NF	ZF	0.131328849
D04	NF	ZH	0.203975739
D04	NF	ZH	0.202778974
D04	NF	ZH	0.178476618
D04	NF	ZR	0.226303762
D04	NF	ZR	0.170751706
D04	NF	ZR	0.171371128
D04	NF	NF	0.044809587
D04	NF	NF	0.050451181
D04	NF	OF	0.056254517
D04	NF	OF	0.278275369
D04	NF	OF	0.111872949
D04	NF	OH	0.325678465
D04	NF	OH	0.283768693
D04	NF	OH	0.233475173
D04	NF	OR	0.099386981
D04	NF	OR	0.315261605
D04	NF	OR	0.093897137
D04	NF	ZF	0.161615582
D04	NF	ZF	0.16476193
D04	NF	ZF	0.157969179
D04	NF	ZH	0.242365683
D04	NF	ZH	0.226689117
D04	NF	ZH	0.216972453
D04	NF	ZR	0.265047398
D04	NF	ZR	0.204310561
D04	NF	ZR	0.207231574
D04	OF	NF	0.057198104
D04	OF	NF	0.063013488
D04	OF	NF	0.056254517
D04	OF	OF	0.243402759
D04	OF	OF	0.075597832
D04	OF	OH	0.314539683
D04	OF	OH	0.27259941
D04	OF	OH	0.222388532
D04	OF	OR	0.075031543
D04	OF	OR	0.303191071
D04	OF	OR	0.074933378
D04	OF	ZF	0.136170358
D04	OF	ZF	0.148263394
D04	OF	ZF	0.133312339
D04	OF	ZH	0.211893353
D04	OF	ZH	0.204714715
D04	OF	ZH	0.186795483
D04	OF	ZR	0.243184213
D04	OF	ZR	0.17367121
D04	OF	ZR	0.176785526
D04	OF	NF	0.246867855
D04	OF	NF	0.244640747
D04	OF	NF	0.278275369
D04	OF	OF	0.243402759
D04	OF	OF	0.171629555
D04	OF	OH	0.202789314
D04	OF	OH	0.186500956
D04	OF	OH	0.144007849
D04	OF	OR	0.192787328
D04	OF	OR	0.177649333
D04	OF	OR	0.199017245
D04	OF	ZF	0.139673459
D04	OF	ZF	0.139102349
D04	OF	ZF	0.145811843
D04	OF	ZH	0.12930832
D04	OF	ZH	0.142697332
D04	OF	ZH	0.110101934
D04	OF	ZR	0.15803158
D04	OF	ZR	0.137380114
D04	OF	ZR	0.129807661
D04	OF	NF	0.09873773
D04	OF	NF	0.099422016
D04	OF	NF	0.111872949
D04	OF	OF	0.075597832
D04	OF	OF	0.171629555
D04	OF	OH	0.257743768
D04	OF	OH	0.220181266
D04	OF	OH	0.170400088
D04	OF	OR	0.07885629
D04	OF	OR	0.243339269
D04	OF	OR	0.076572511
D04	OF	ZF	0.095971174
D04	OF	ZF	0.109318309
D04	OF	ZF	0.10032029
D04	OF	ZH	0.156670814
D04	OF	ZH	0.163162646
D04	OF	ZH	0.135771855
D04	OF	ZR	0.18936468
D04	OF	ZR	0.138080322
D04	OF	ZR	0.136758567
D04	OH	NF	0.287202799
D04	OH	NF	0.281710895
D04	OH	NF	0.325678465
D04	OH	OF	0.314539683
D04	OH	OF	0.202789314
D04	OH	OF	0.257743768
D04	OH	OH	0.069272287
D04	OH	OH	0.102127592
D04	OH	OR	0.246634951
D04	OH	OR	0.056907636
D04	OH	OR	0.245279485
D04	OH	ZF	0.241596306
D04	OH	ZF	0.23240082
D04	OH	ZF	0.257601538
D04	OH	ZH	0.211310033
D04	OH	ZH	0.225938994
D04	OH	ZH	0.220619102
D04	OH	ZR	0.179657974
D04	OH	ZR	0.199122194
D04	OH	ZR	0.193828737
D04	OH	NF	0.245279464
D04	OH	NF	0.239682283
D04	OH	NF	0.283768693
D04	OH	OF	0.27259941
D04	OH	OF	0.186500956
D04	OH	OF	0.220181266
D04	OH	OH	0.069272287
D04	OH	OH	0.060783587
D04	OH	OR	0.20816328
D04	OH	OR	0.067014443
D04	OH	OR	0.204122283
D04	OH	ZF	0.215674535
D04	OH	ZF	0.206702386
D04	OH	ZF	0.231699456
D04	OH	ZH	0.191632816
D04	OH	ZH	0.206277809
D04	OH	ZH	0.196455319
D04	OH	ZR	0.163637122
D04	OH	ZR	0.172402218
D04	OH	ZR	0.16790992
D04	OH	NF	0.195592088
D04	OH	NF	0.188968474
D04	OH	NF	0.233475173
D04	OH	OF	0.222388532
D04	OH	OF	0.144007849
D04	OH	OF	0.170400088
D04	OH	OH	0.102127592
D04	OH	OH	0.060783587
D04	OH	OR	0.154331872
D04	OH	OR	0.100631248
D04	OH	OR	0.151347264
D04	OH	ZF	0.168366126
D04	OH	ZF	0.158482881
D04	OH	ZF	0.185002192
D04	OH	ZH	0.159710617
D04	OH	ZH	0.177404249
D04	OH	ZH	0.150093817
D04	OH	ZR	0.160735421
D04	OH	ZR	0.137440809
D04	OH	ZR	0.133091471
D04	OR	NF	0.069022988
D04	OR	NF	0.067495618
D04	OR	NF	0.099386981
D04	OR	OF	0.075031543
D04	OR	OF	0.192787328
D04	OR	OF	0.07885629
D04	OR	OH	0.246634951
D04	OR	OH	0.20816328
D04	OR	OH	0.154331872
D04	OR	OR	0.237570651
D04	OR	OR	0.024286219
D04	OR	ZF	0.09942099
D04	OR	ZF	0.106054821
D04	OR	ZF	0.103633421
D04	OR	ZH	0.156333612
D04	OR	ZH	0.159484745
D04	OR	ZH	0.135481299
D04	OR	ZR	0.179058456
D04	OR	ZR	0.121492019
D04	OR	ZR	0.121860604
D04	OR	NF	0.276721514
D04	OR	NF	0.270918368
D04	OR	NF	0.315261605
D04	OR	OF	0.303191071
D04	OR	OF	0.177649333
D04	OR	OF	0.243339269
D04	OR	OH	0.056907636
D04	OR	OH	0.067014443
D04	OR	OH	0.100631248
D04	OR	OR	0.237570651
D04	OR	OR	0.2323194
D04	OR	ZF	0.226680159
D04	OR	ZF	0.217544371
D04	OR	ZF	0.241938173
D04	OR	ZH	0.203283229
D04	OR	ZH	0.2196033
D04	OR	ZH	0.204685689
D04	OR	ZR	0.164528608
D04	OR	ZR	0.18448613
D04	OR	ZR	0.177121514
D04	OR	NF	0.070364352
D04	OR	NF	0.059903665
D04	OR	NF	0.093897137
D04	OR	OF	0.074933378
D04	OR	OF	0.199017245
D04	OR	OF	0.076572511
D04	OR	OH	0.245279485
D04	OR	OH	0.204122283
D04	OR	OH	0.151347264
D04	OR	OR	0.024286219
D04	OR	OR	0.2323194
D04	OR	ZF	0.104258838
D04	OR	ZF	0.105400771
D04	OR	ZF	0.111736875
D04	OR	ZH	0.16039343
D04	OR	ZH	0.171532914
D04	OR	ZH	0.142353027
D04	OR	ZR	0.182960183
D04	OR	ZR	0.131416953
D04	OR	ZR	0.132480431
D04	ZF	NF	0.130994447
D04	ZF	NF	0.131911288
D04	ZF	NF	0.161615582
D04	ZF	OF	0.136170358
D04	ZF	OF	0.139673459
D04	ZF	OF	0.095971174
D04	ZF	OH	0.241596306
D04	ZF	OH	0.215674535
D04	ZF	OH	0.168366126
D04	ZF	OR	0.09942099
D04	ZF	OR	0.226680159
D04	ZF	OR	0.104258838
D04	ZF	ZF	0.019523917
D04	ZF	ZF	0.018820016
D04	ZF	ZH	0.109388191
D04	ZF	ZH	0.122328529
D04	ZF	ZH	0.087954969
D04	ZF	ZR	0.120911819
D04	ZF	ZR	0.077573005
D04	ZF	ZR	0.082284492
D04	ZF	NF	0.133797987
D04	ZF	NF	0.133906224
D04	ZF	NF	0.16476193
D04	ZF	OF	0.148263394
D04	ZF	OF	0.139102349
D04	ZF	OF	0.109318309
D04	ZF	OH	0.23240082
D04	ZF	OH	0.206702386
D04	ZF	OH	0.158482881
D04	ZF	OR	0.106054821
D04	ZF	OR	0.217544371
D04	ZF	OR	0.105400771
D04	ZF	ZF	0.019523917
D04	ZF	ZF	0.033479502
D04	ZF	ZH	0.112790776
D04	ZF	ZH	0.127850619
D04	ZF	ZH	0.091140376
D04	ZF	ZR	0.115294428
D04	ZF	ZR	0.079836764
D04	ZF	ZR	0.084512802
D04	ZF	NF	0.129617278
D04	ZF	NF	0.131328849
D04	ZF	NF	0.157969179
D04	ZF	OF	0.133312339
D04	ZF	OF	0.145811843
D04	ZF	OF	0.10032029
D04	ZF	OH	0.257601538
D04	ZF	OH	0.231699456
D04	ZF	OH	0.185002192
D04	ZF	OR	0.103633421
D04	ZF	OR	0.241938173
D04	ZF	OR	0.111736875
D04	ZF	ZF	0.018820016
D04	ZF	ZF	0.033479502
D04	ZF	ZH	0.11459417
D04	ZF	ZH	0.12454354
D04	ZF	ZH	0.093423704
D04	ZF	ZR	0.127315624
D04	ZF	ZR	0.088590732
D04	ZF	ZR	0.093228914
D04	ZH	NF	0.206942458
D04	ZH	NF	0.203975739
D04	ZH	NF	0.242365683
D04	ZH	OF	0.211893353
D04	ZH	OF	0.12930832
D04	ZH	OF	0.156670814
D04	ZH	OH	0.211310033
D04	ZH	OH	0.191632816
D04	ZH	OH	0.159710617
D04	ZH	OR	0.156333612
D04	ZH	OR	0.203283229
D04	ZH	OR	0.16039343
D04	ZH	ZF	0.109388191
D04	ZH	ZF	0.112790776
D04	ZH	ZF	0.11459417
D04	ZH	ZH	0.049053035
D04	ZH	ZH	0.046991315
D04	ZH	ZR	0.069248306
D04	ZH	ZR	0.060598661
D04	ZH	ZR	0.05566375
D04	ZH	NF	0.201004065
D04	ZH	NF	0.202778974
D04	ZH	NF	0.226689117
D04	ZH	OF	0.204714715
D04	ZH	OF	0.142697332
D04	ZH	OF	0.163162646
D04	ZH	OH	0.225938994
D04	ZH	OH	0.206277809
D04	ZH	OH	0.177404249
D04	ZH	OR	0.159484745
D04	ZH	OR	0.2196033
D04	ZH	OR	0.171532914
D04	ZH	ZF	0.122328529
D04	ZH	ZF	0.127850619
D04	ZH	ZF	0.12454354
D04	ZH	ZH	0.049053035
D04	ZH	ZH	0.058358871
D04	ZH	ZR	0.109611483
D04	ZH	ZR	0.080163397
D04	ZH	ZR	0.072213345
D04	ZH	NF	0.184179073
D04	ZH	NF	0.178476618
D04	ZH	NF	0.216972453
D04	ZH	OF	0.186795483
D04	ZH	OF	0.110101934
D04	ZH	OF	0.135771855
D04	ZH	OH	0.220619102
D04	ZH	OH	0.196455319
D04	ZH	OH	0.150093817
D04	ZH	OR	0.135481299
D04	ZH	OR	0.204685689
D04	ZH	OR	0.142353027
D04	ZH	ZF	0.087954969
D04	ZH	ZF	0.091140376
D04	ZH	ZF	0.093423704
D04	ZH	ZH	0.046991315
D04	ZH	ZH	0.058358871
D04	ZH	ZR	0.106819759
D04	ZH	ZR	0.054641927
D04	ZH	ZR	0.04644993
D04	ZR	NF	0.229974294
D04	ZR	NF	0.226303762
D04	ZR	NF	0.265047398
D04	ZR	OF	0.243184213
D04	ZR	OF	0.15803158
D04	ZR	OF	0.18936468
D04	ZR	OH	0.179657974
D04	ZR	OH	0.163637122
D04	ZR	OH	0.160735421
D04	ZR	OR	0.179058456
D04	ZR	OR	0.164528608
D04	ZR	OR	0.182960183
D04	ZR	ZF	0.120911819
D04	ZR	ZF	0.115294428
D04	ZR	ZF	0.127315624
D04	ZR	ZH	0.069248306
D04	ZR	ZH	0.109611483
D04	ZR	ZH	0.106819759
D04	ZR	ZR	0.086262832
D04	ZR	ZR	0.088153419
D04	ZR	NF	0.170281082
D04	ZR	NF	0.170751706
D04	ZR	NF	0.204310561
D04	ZR	OF	0.17367121
D04	ZR	OF	0.137380114
D04	ZR	OF	0.138080322
D04	ZR	OH	0.199122194
D04	ZR	OH	0.172402218
D04	ZR	OH	0.137440809
D04	ZR	OR	0.121492019
D04	ZR	OR	0.18448613
D04	ZR	OR	0.131416953
D04	ZR	ZF	0.077573005
D04	ZR	ZF	0.079836764
D04	ZR	ZF	0.088590732
D04	ZR	ZH	0.060598661
D04	ZR	ZH	0.080163397
D04	ZR	ZH	0.054641927
D04	ZR	ZR	0.086262832
D04	ZR	ZR	0.017180141
D04	ZR	NF	0.172383729
D04	ZR	NF	0.171371128
D04	ZR	NF	0.207231574
D04	ZR	OF	0.176785526
D04	ZR	OF	0.129807661
D04	ZR	OF	0.136758567
D04	ZR	OH	0.193828737
D04	ZR	OH	0.16790992
D04	ZR	OH	0.133091471
D04	ZR	OR	0.121860604
D04	ZR	OR	0.177121514
D04	ZR	OR	0.132480431
D04	ZR	ZF	0.082284492
D04	ZR	ZF	0.084512802
D04	ZR	ZF	0.093228914
D04	ZR	ZH	0.05566375
D04	ZR	ZH	0.072213345
D04	ZR	ZH	0.04644993
D04	ZR	ZR	0.088153419
D04	ZR	ZR	0.017180141
D05	NF	NF	0.172868568
D05	NF	NF	0.108895427
D05	NF	OF	0.147221648
D05	NF	OF	0.109224112
D05	NF	OF	0.116823706
D05	NF	OH	0.114752631
D05	NF	OH	0.162158914
D05	NF	OH	0.267079642
D05	NF	OR	0.206399658
D05	NF	OR	0.095400417
D05	NF	OR	0.110261272
D05	NF	ZF	0.127017556
D05	NF	ZF	0.150380532
D05	NF	ZF	0.118539893
D05	NF	ZH	0.15139298
D05	NF	ZH	0.190354473
D05	NF	ZH	0.188471457
D05	NF	ZR	0.123276209
D05	NF	ZR	0.123157991
D05	NF	ZR	0.195571644
D05	NF	NF	0.172868568
D05	NF	NF	0.072685632
D05	NF	OF	0.290558804
D05	NF	OF	0.220840746
D05	NF	OF	0.219934067
D05	NF	OH	0.248222705
D05	NF	OH	0.314767707
D05	NF	OH	0.43359287
D05	NF	OR	0.372910293
D05	NF	OR	0.228275882
D05	NF	OR	0.230396013
D05	NF	ZF	0.199812133
D05	NF	ZF	0.279708669
D05	NF	ZF	0.20752749
D05	NF	ZH	0.304602648
D05	NF	ZH	0.346505426
D05	NF	ZH	0.341562129
D05	NF	ZR	0.263271978
D05	NF	ZR	0.236264238
D05	NF	ZR	0.341800872
D05	NF	NF	0.108895427
D05	NF	NF	0.072685632
D05	NF	OF	0.231482553
D05	NF	OF	0.173354449
D05	NF	OF	0.183312076
D05	NF	OH	0.194930107
D05	NF	OH	0.250995851
D05	NF	OH	0.367291577
D05	NF	OR	0.305895553
D05	NF	OR	0.178067396
D05	NF	OR	0.185572018
D05	NF	ZF	0.159400094
D05	NF	ZF	0.228290321
D05	NF	ZF	0.163922158
D05	NF	ZH	0.242534761
D05	NF	ZH	0.284596515
D05	NF	ZH	0.280062209
D05	NF	ZR	0.201744174
D05	NF	ZR	0.185883567
D05	NF	ZR	0.283345097
D05	OF	NF	0.147221648
D05	OF	NF	0.290558804
D05	OF	NF	0.231482553
D05	OF	OF	0.071470873
D05	OF	OF	0.08043494
D05	OF	OH	0.081519631
D05	OF	OH	0.091158282
D05	OF	OH	0.178110694
D05	OF	OR	0.134175449
D05	OF	OR	0.086453542
D05	OF	OR	0.090192108
D05	OF	ZF	0.120889
D05	OF	ZF	0.05449677
D05	OF	ZF	0.112192575
D05	OF	ZH	0.087981456
D05	OF	ZH	0.092384005
D05	OF	ZH	0.101312438
D05	OF	ZR	0.092877827
D05	OF	ZR	0.102523449
D05	OF	ZR	0.073722737
D05	OF	NF	0.109224112
D05	OF	NF	0.220840746
D05	OF	NF	0.173354449
D05	OF	OF	0.071470873
D05	OF	OF	0.02106245
D05	OF	OH	0.064570512
D05	OF	OH	0.124618132
D05	OF	OH	0.236429283
D05	OF	OR	0.187159975
D05	OF	OR	0.05634328
D05	OF	OR	0.052172948
D05	OF	ZF	0.068424566
D05	OF	ZF	0.089083375
D05	OF	ZF	0.065828381
D05	OF	ZH	0.112658652
D05	OF	ZH	0.144585971
D05	OF	ZH	0.145295139
D05	OF	ZR	0.086064577
D05	OF	ZR	0.072258471
D05	OF	ZR	0.135314346
D05	OF	NF	0.116823706
D05	OF	NF	0.219934067
D05	OF	NF	0.183312076
D05	OF	OF	0.08043494
D05	OF	OF	0.02106245
D05	OF	OH	0.068926479
D05	OF	OH	0.133245298
D05	OF	OH	0.244131888
D05	OF	OR	0.198793321
D05	OF	OR	0.063766548
D05	OF	OR	0.056189553
D05	OF	ZF	0.073125819
D05	OF	ZF	0.095131858
D05	OF	ZF	0.070677956
D05	OF	ZH	0.12112352
D05	OF	ZH	0.152262848
D05	OF	ZH	0.153727529
D05	OF	ZR	0.094743178
D05	OF	ZR	0.082810564
D05	OF	ZR	0.142222349
D05	OH	NF	0.114752631
D05	OH	NF	0.248222705
D05	OH	NF	0.194930107
D05	OH	OF	0.081519631
D05	OH	OF	0.064570512
D05	OH	OF	0.068926479
D05	OH	OH	0.092463958
