Sample	Genus	DNA_Abund	RNA_abund	Donor	Condition	Replicate
D01_ZR_R2	Ascomycota	0.0460041403726335	0.185016651498635	D01	ZR	R2
D01_ZR_R2	Bacteroidetes	32.0928883599524	15.2513726235361	D01	ZR	R2
D01_ZR_R2	Balneolaeota	0	0.00100009000810073	D01	ZR	R2
D01_ZR_R2	Basidiomycota	0.0120010800972087	0.0730065705913532	D01	ZR	R2
D01_ZR_R2	Blastocladiomycota	0	0	D01	ZR	R2
D01_ZR_R2	Calditrichaeota	0	0	D01	ZR	R2
D01_ZR_R2	candidate division WOR-3	0	0	D01	ZR	R2
D01_ZR_R2	candidate division Zixibacteria	0	0	D01	ZR	R2
D01_ZR_R2	Candidatus Aminicenantes	0	0.00100009000810073	D01	ZR	R2
D01_ZR_R2	Candidatus Bathyarchaeota	0	0	D01	ZR	R2
D01_ZR_R2	Candidatus Dormibacteraeota	0	0.00300027002430219	D01	ZR	R2
D01_ZR_R2	Candidatus Edwardsbacteria	0	0	D01	ZR	R2
D01_ZR_R2	Candidatus Eisenbacteria	0	0.00100009000810073	D01	ZR	R2
D01_ZR_R2	Candidatus Eremiobacteraeota	0	0.00300027002430219	D01	ZR	R2
D01_ZR_R2	Candidatus Handelsmanbacteria	0	0.00200018001620146	D01	ZR	R2
D01_ZR_R2	Candidatus Hydrogenedentes	0	0	D01	ZR	R2
D01_ZR_R2	Candidatus Kryptonia	0	0	D01	ZR	R2
D01_ZR_R2	Candidatus Latescibacteria	0	0.00100009000810073	D01	ZR	R2
D01_ZR_R2	Candidatus Magasanikbacteria	0	0	D01	ZR	R2
D01_ZR_R2	Candidatus Marinimicrobia	0	0	D01	ZR	R2
D01_ZR_R2	Candidatus Melainabacteria	0.0840075606804612	0.0270024302187197	D01	ZR	R2
D01_ZR_R2	Candidatus Moranbacteria	0	0	D01	ZR	R2
D01_ZR_R2	Candidatus Nomurabacteria	0	0	D01	ZR	R2
D01_ZR_R2	Candidatus Omnitrophica	0	0.00100009000810073	D01	ZR	R2
D01_ZR_R2	Candidatus Peregrinibacteria	0	0.00100009000810073	D01	ZR	R2
D01_ZR_R2	Candidatus Portnoybacteria	0	0	D01	ZR	R2
D01_ZR_R2	Candidatus Rokubacteria	0.00100009000810073	0.00300027002430219	D01	ZR	R2
D01_ZR_R2	Candidatus Saccharibacteria	0	0	D01	ZR	R2
D01_ZR_R2	Candidatus Sumerlaeota	0	0	D01	ZR	R2
D01_ZR_R2	Candidatus Sungbacteria	0	0	D01	ZR	R2
D01_ZR_R2	Candidatus Wallbacteria	0	0	D01	ZR	R2
D01_ZR_R2	Candidatus Woesearchaeota	0	0	D01	ZR	R2
D01_ZR_R2	Candidatus Woesebacteria	0	0	D01	ZR	R2
D01_ZR_R2	Candidatus Yanofskybacteria	0	0	D01	ZR	R2
D01_ZR_R2	Candidatus Zambryskibacteria	0	0	D01	ZR	R2
D01_ZR_R2	Chlamydiae	0.00100009000810073	0	D01	ZR	R2
D01_ZR_R2	Chlorobi	0	0.00100009000810073	D01	ZR	R2
D01_ZR_R2	Chloroflexi	0.0070006300567051	0.0250022502025182	D01	ZR	R2
D01_ZR_R2	Chytridiomycota	0.00100009000810073	0.00100009000810073	D01	ZR	R2
D01_ZR_R2	Crenarchaeota	0	0	D01	ZR	R2
D01_ZR_R2	Cryptomycota	0	0	D01	ZR	R2
D01_ZR_R2	Cyanobacteria	0.00300027002430219	0.00500045004050365	D01	ZR	R2
D01_ZR_R2	Deinococcus-Thermus	0.00100009000810073	0.00300027002430219	D01	ZR	R2
D01_ZR_R2	Elusimicrobia (74152)	0.00100009000810073	0.00300027002430219	D01	ZR	R2
D01_ZR_R2	Euryarchaeota	0.00500045004050364	0.0180016201458131	D01	ZR	R2
D01_ZR_R2	Fibrobacteres	0.00100009000810073	0.00100009000810073	D01	ZR	R2
D01_ZR_R2	Firmicutes	64.673820643858	80.1102099188927	D01	ZR	R2
D01_ZR_R2	Fusobacteria	0.00300027002430219	0.00100009000810073	D01	ZR	R2
D01_ZR_R2	Gemmatimonadetes (142182)	0.00100009000810073	0.00500045004050365	D01	ZR	R2
D01_ZR_R2	Ignavibacteriae	0.00100009000810073	0.00100009000810073	D01	ZR	R2
D01_ZR_R2	Lentisphaerae	0.00100009000810073	0.00300027002430219	D01	ZR	R2
D01_ZR_R2	Microsporidia	0.00100009000810073	0.0170015301377124	D01	ZR	R2
D01_ZR_R2	Mucoromycota	0.0070006300567051	0.0120010800972087	D01	ZR	R2
D01_ZR_R2	Negarnaviricota	0	0	D01	ZR	R2
D01_ZR_R2	Nitrospinae	0	0.00100009000810073	D01	ZR	R2
D01_ZR_R2	Nitrospirae	0.00100009000810073	0.00200018001620146	D01	ZR	R2
D01_ZR_R2	Other	-9.9475983006414e-14	-1.4210854715202e-14	D01	ZR	R2
D01_ZR_R2	Planctomycetes	0.00300027002430219	0.0190017101539139	D01	ZR	R2
D01_ZR_R2	Proteobacteria	0.922082987468872	1.63214689322039	D01	ZR	R2
D01_ZR_R2	Spirochaetes	0.00400036003240292	0.00900081007290656	D01	ZR	R2
D01_ZR_R2	Synergistetes	0.00100009000810073	0.00300027002430219	D01	ZR	R2
D01_ZR_R2	Tenericutes	0.0860077406966627	0.0240021601944175	D01	ZR	R2
D01_ZR_R2	Thaumarchaeota	0	0	D01	ZR	R2
D01_ZR_R2	Thermotogae (200918)	0	0	D01	ZR	R2
D01_ZR_R2	Verrucomicrobia	0.443039873588623	0.114010260923483	D01	ZR	R2
D01_ZR_R2	Zoopagomycota	0.00100009000810073	0.00100009000810073	D01	ZR	R2
D01_ZR_R3	Acidobacteria	0.0040002000100005	0.00500025001250063	D01	ZR	R3
D01_ZR_R3	Actinobacteria (201174)	1.6040802040102	0.359017950897545	D01	ZR	R3
D01_ZR_R3	Aquificae (200783)	0	0	D01	ZR	R3
D01_ZR_R3	Armatimonadetes	0.00100005000250013	0.00100005000250013	D01	ZR	R3
D01_ZR_R3	Ascomycota	0.0490024501225061	0.0330016500825041	D01	ZR	R3
D01_ZR_R3	Bacteroidetes	25.3002650132507	73.1316565828291	D01	ZR	R3
D01_ZR_R3	Balneolaeota	0	0	D01	ZR	R3
D01_ZR_R3	Basidiomycota	0.0120006000300015	0.0150007500375019	D01	ZR	R3
D01_ZR_R3	Blastocladiomycota	0	0	D01	ZR	R3
D01_ZR_R3	Calditrichaeota	0	0	D01	ZR	R3
D01_ZR_R3	candidate division WOR-3	0	0	D01	ZR	R3
D01_ZR_R3	candidate division Zixibacteria	0	0	D01	ZR	R3
D01_ZR_R3	Candidatus Aminicenantes	0	0	D01	ZR	R3
D01_ZR_R3	Candidatus Bathyarchaeota	0	0	D01	ZR	R3
D01_ZR_R3	Candidatus Dormibacteraeota	0	0.00100005000250013	D01	ZR	R3
D01_ZR_R3	Candidatus Edwardsbacteria	0	0	D01	ZR	R3
D01_ZR_R3	Candidatus Eisenbacteria	0	0	D01	ZR	R3
D01_ZR_R3	Candidatus Eremiobacteraeota	0	0	D01	ZR	R3
D01_ZR_R3	Candidatus Handelsmanbacteria	0	0.00100005000250013	D01	ZR	R3
D01_ZR_R3	Candidatus Hydrogenedentes	0	0	D01	ZR	R3
D01_ZR_R3	Candidatus Kryptonia	0	0	D01	ZR	R3
D01_ZR_R3	Candidatus Latescibacteria	0	0	D01	ZR	R3
D01_ZR_R3	Candidatus Magasanikbacteria	0	0	D01	ZR	R3
D01_ZR_R3	Candidatus Marinimicrobia	0	0	D01	ZR	R3
D01_ZR_R3	Candidatus Melainabacteria	0.088004400220011	0.0140007000350018	D01	ZR	R3
D01_ZR_R3	Candidatus Moranbacteria	0	0	D01	ZR	R3
D01_ZR_R3	Candidatus Nomurabacteria	0	0	D01	ZR	R3
D01_ZR_R3	Candidatus Omnitrophica	0	0	D01	ZR	R3
D01_ZR_R3	Candidatus Peregrinibacteria	0	0	D01	ZR	R3
D01_ZR_R3	Candidatus Portnoybacteria	0	0	D01	ZR	R3
D01_ZR_R3	Candidatus Rokubacteria	0.00100005000250013	0	D01	ZR	R3
D01_ZR_R3	Candidatus Saccharibacteria	0	0	D01	ZR	R3
D01_ZR_R3	Candidatus Sumerlaeota	0	0	D01	ZR	R3
D01_ZR_R3	Candidatus Sungbacteria	0	0	D01	ZR	R3
D01_ZR_R3	Candidatus Wallbacteria	0	0	D01	ZR	R3
D01_ZR_R3	Candidatus Woesearchaeota	0	0	D01	ZR	R3
D01_ZR_R3	Candidatus Woesebacteria	0	0	D01	ZR	R3
D01_ZR_R3	Candidatus Yanofskybacteria	0	0	D01	ZR	R3
D01_ZR_R3	Candidatus Zambryskibacteria	0	0	D01	ZR	R3
D01_ZR_R3	Chlamydiae	0.00100005000250013	0	D01	ZR	R3
D01_ZR_R3	Chlorobi	0	0	D01	ZR	R3
D01_ZR_R3	Chloroflexi	0.00500025001250063	0.00600030001500075	D01	ZR	R3
D01_ZR_R3	Chytridiomycota	0.00200010000500025	0	D01	ZR	R3
D01_ZR_R3	Crenarchaeota	0	0	D01	ZR	R3
D01_ZR_R3	Cryptomycota	0	0	D01	ZR	R3
D01_ZR_R3	Cyanobacteria	0.00300015000750037	0.00200010000500025	D01	ZR	R3
D01_ZR_R3	Deinococcus-Thermus	0.00100005000250013	0.00100005000250013	D01	ZR	R3
D01_ZR_R3	Elusimicrobia (74152)	0.00100005000250013	0	D01	ZR	R3
D01_ZR_R3	Euryarchaeota	0.0040002000100005	0.0040002000100005	D01	ZR	R3
D01_ZR_R3	Fibrobacteres	0.00100005000250013	0	D01	ZR	R3
D01_ZR_R3	Firmicutes	71.799589979499	21.6140807040352	D01	ZR	R3
D01_ZR_R3	Fusobacteria	0.00300015000750037	0	D01	ZR	R3
D01_ZR_R3	Gemmatimonadetes (142182)	0.00100005000250013	0.00100005000250013	D01	ZR	R3
D01_ZR_R3	Ignavibacteriae	0	0	D01	ZR	R3
D01_ZR_R3	Lentisphaerae	0.00100005000250013	0	D01	ZR	R3
D01_ZR_R3	Microsporidia	0.00100005000250013	0.00600030001500075	D01	ZR	R3
D01_ZR_R3	Mucoromycota	0.0100005000250013	0.00300015000750037	D01	ZR	R3
D01_ZR_R3	Negarnaviricota	0	0	D01	ZR	R3
D01_ZR_R3	Nitrospinae	0	0	D01	ZR	R3
D01_ZR_R3	Nitrospirae	0.00100005000250013	0.00100005000250013	D01	ZR	R3
D01_ZR_R3	Other	-8.5265128291212e-14	2.8421709430404e-14	D01	ZR	R3
D01_ZR_R3	Planctomycetes	0.00200010000500025	0.00300015000750037	D01	ZR	R3
D01_ZR_R3	Proteobacteria	0.794039701985099	4.73623681184059	D01	ZR	R3
D01_ZR_R3	Spirochaetes	0.0040002000100005	0.00200010000500025	D01	ZR	R3
D01_ZR_R3	Synergistetes	0.00100005000250013	0.00100005000250013	D01	ZR	R3
D01_ZR_R3	Tenericutes	0.0740037001850092	0.0170008500425021	D01	ZR	R3
D01_ZR_R3	Thaumarchaeota	0	0	D01	ZR	R3
D01_ZR_R3	Thermotogae (200918)	0	0	D01	ZR	R3
D01_ZR_R3	Verrucomicrobia	0.230011500575029	0.0420021001050052	D01	ZR	R3
D01_ZR_R3	Zoopagomycota	0.00100005000250013	0	D01	ZR	R3
D02_NF_R1	Acidobacteria	0.00400024001440086	0.0100003000090003	D02	NF	R1
D02_NF_R1	Actinobacteria (201174)	0.770046202772166	1.11303339100173	D02	NF	R1
D02_NF_R1	Aquificae (200783)	0	0	D02	NF	R1
D02_NF_R1	Armatimonadetes	0.00100006000360022	0.00100003000090003	D02	NF	R1
D02_NF_R1	Ascomycota	0.0670040202412145	0.073002190065702	D02	NF	R1
D02_NF_R1	Bacteroidetes	48.0968858131488	22.0836625098753	D02	NF	R1
D02_NF_R1	Balneolaeota	0	0	D02	NF	R1
D02_NF_R1	Basidiomycota	0.0170010200612037	0.0220006600198006	D02	NF	R1
D02_NF_R1	Blastocladiomycota	0	0	D02	NF	R1
D02_NF_R1	Calditrichaeota	0	0	D02	NF	R1
D02_NF_R1	candidate division WOR-3	0	0	D02	NF	R1
D02_NF_R1	candidate division Zixibacteria	0	0	D02	NF	R1
D02_NF_R1	Candidatus Aminicenantes	0	0.00100003000090003	D02	NF	R1
D02_NF_R1	Candidatus Bathyarchaeota	0	0	D02	NF	R1
D02_NF_R1	Candidatus Dormibacteraeota	0	0.00100003000090003	D02	NF	R1
D02_NF_R1	Candidatus Edwardsbacteria	0	0	D02	NF	R1
D02_NF_R1	Candidatus Eisenbacteria	0	0	D02	NF	R1
D02_NF_R1	Candidatus Eremiobacteraeota	0	0.00200006000180005	D02	NF	R1
D02_NF_R1	Candidatus Handelsmanbacteria	0	0.00100003000090003	D02	NF	R1
D02_NF_R1	Candidatus Hydrogenedentes	0	0	D02	NF	R1
D02_NF_R1	Candidatus Kryptonia	0	0	D02	NF	R1
D02_NF_R1	Candidatus Latescibacteria	0	0	D02	NF	R1
D02_NF_R1	Candidatus Magasanikbacteria	0	0	D02	NF	R1
D02_NF_R1	Candidatus Marinimicrobia	0	0	D02	NF	R1
D02_NF_R1	Candidatus Melainabacteria	0.261015660939656	0.037001110033301	D02	NF	R1
D02_NF_R1	Candidatus Moranbacteria	0	0	D02	NF	R1
D02_NF_R1	Candidatus Nomurabacteria	0	0	D02	NF	R1
D02_NF_R1	Candidatus Omnitrophica	0	0.00100003000090003	D02	NF	R1
D02_NF_R1	Candidatus Peregrinibacteria	0	0	D02	NF	R1
D02_NF_R1	Candidatus Portnoybacteria	0	0	D02	NF	R1
D02_NF_R1	Candidatus Rokubacteria	0.00100006000360022	0.00100003000090003	D02	NF	R1
D02_NF_R1	Candidatus Saccharibacteria	0	0	D02	NF	R1
D02_NF_R1	Candidatus Sumerlaeota	0	0	D02	NF	R1
D02_NF_R1	Candidatus Sungbacteria	0	0	D02	NF	R1
D02_NF_R1	Candidatus Wallbacteria	0	0	D02	NF	R1
D02_NF_R1	Candidatus Woesearchaeota	0	0	D02	NF	R1
D02_NF_R1	Candidatus Woesebacteria	0	0	D02	NF	R1
D02_NF_R1	Candidatus Yanofskybacteria	0	0	D02	NF	R1
D02_NF_R1	Candidatus Zambryskibacteria	0	0	D02	NF	R1
D02_NF_R1	Chlamydiae	0.00100006000360022	0	D02	NF	R1
D02_NF_R1	Chlorobi	0	0	D02	NF	R1
D02_NF_R1	Chloroflexi	0.0060003600216013	0.0120003600108003	D02	NF	R1
D02_NF_R1	Chytridiomycota	0.00100006000360022	0.00100003000090003	D02	NF	R1
D02_NF_R1	Crenarchaeota	0	0.00100003000090003	D02	NF	R1
D02_NF_R1	Cryptomycota	0	0	D02	NF	R1
D02_NF_R1	Cyanobacteria	0.00300018001080065	0.00300009000270008	D02	NF	R1
D02_NF_R1	Deinococcus-Thermus	0.00100006000360022	0.00100003000090003	D02	NF	R1
D02_NF_R1	Elusimicrobia (74152)	0.00100006000360022	0.00200006000180005	D02	NF	R1
D02_NF_R1	Euryarchaeota	0.0060003600216013	0.0250007500225007	D02	NF	R1
D02_NF_R1	Fibrobacteres	0.00100006000360022	0.00100003000090003	D02	NF	R1
D02_NF_R1	Firmicutes	49.9819989199352	75.4742642279269	D02	NF	R1
D02_NF_R1	Fusobacteria	0.00300018001080065	0.00100003000090003	D02	NF	R1
D02_NF_R1	Gemmatimonadetes (142182)	0.00100006000360022	0.00200006000180005	D02	NF	R1
D02_NF_R1	Ignavibacteriae	0.00100006000360022	0	D02	NF	R1
D02_NF_R1	Lentisphaerae	0.00100006000360022	0.00100003000090003	D02	NF	R1
D02_NF_R1	Microsporidia	0.00100006000360022	0	D02	NF	R1
D02_NF_R1	Mucoromycota	0.0130007800468028	0.00800024000720022	D02	NF	R1
D02_NF_R1	Negarnaviricota	0	0	D02	NF	R1
D02_NF_R1	Nitrospinae	0	0.00200006000180005	D02	NF	R1
D02_NF_R1	Nitrospirae	0.00100006000360022	0.00100003000090003	D02	NF	R1
D02_NF_R1	Other	-9.9475983006414e-14	-2.8421709430404e-14	D02	NF	R1
D02_NF_R1	Planctomycetes	0.00200012000720043	0.00700021000630019	D02	NF	R1
D02_NF_R1	Proteobacteria	0.727043622617357	1.08603258097743	D02	NF	R1
D02_NF_R1	Spirochaetes	0.0060003600216013	0.00400012000360011	D02	NF	R1
D02_NF_R1	Synergistetes	0.00100006000360022	0.00200006000180005	D02	NF	R1
D02_NF_R1	Tenericutes	0.00200012000720043	0.00900027000810024	D02	NF	R1
D02_NF_R1	Thaumarchaeota	0	0	D02	NF	R1
D02_NF_R1	Thermotogae (200918)	0.00100006000360022	0	D02	NF	R1
D02_NF_R1	Verrucomicrobia	0.0180010800648039	0.0100003000090003	D02	NF	R1
D02_NF_R1	Zoopagomycota	0.00200012000720043	0	D02	NF	R1
D02_NF_R2	Acidobacteria	0.00400028001960137	0.0120004800192008	D02	NF	R2
D02_NF_R2	Actinobacteria (201174)	2.17615233066315	1.6110644425777	D02	NF	R2
D02_NF_R2	Aquificae (200783)	0	0	D02	NF	R2
D02_NF_R2	Armatimonadetes	0.00100007000490034	0.00200008000320013	D02	NF	R2
D02_NF_R2	Ascomycota	0.0560039202744192	0.15600624024961	D02	NF	R2
D02_NF_R2	Bacteroidetes	33.6303541247887	15.2146085843434	D02	NF	R2
D02_NF_R2	Balneolaeota	0	0	D02	NF	R2
D02_NF_R2	Basidiomycota	0.0130009100637045	0.113004520180807	D02	NF	R2
D02_NF_R2	Blastocladiomycota	0	0	D02	NF	R2
D02_NF_R2	Calditrichaeota	0	0	D02	NF	R2
D02_NF_R2	candidate division WOR-3	0	0	D02	NF	R2
D02_NF_R2	candidate division Zixibacteria	0	0	D02	NF	R2
D02_NF_R2	Candidatus Aminicenantes	0	0	D02	NF	R2
D02_NF_R2	Candidatus Bathyarchaeota	0	0.00100004000160006	D02	NF	R2
D02_NF_R2	Candidatus Dormibacteraeota	0	0.00100004000160006	D02	NF	R2
D02_NF_R2	Candidatus Edwardsbacteria	0	0	D02	NF	R2
D02_NF_R2	Candidatus Eisenbacteria	0	0	D02	NF	R2
D02_NF_R2	Candidatus Eremiobacteraeota	0	0.00200008000320013	D02	NF	R2
D02_NF_R2	Candidatus Handelsmanbacteria	0	0.00200008000320013	D02	NF	R2
D02_NF_R2	Candidatus Hydrogenedentes	0	0	D02	NF	R2
D02_NF_R2	Candidatus Kryptonia	0	0	D02	NF	R2
D02_NF_R2	Candidatus Latescibacteria	0	0	D02	NF	R2
D02_NF_R2	Candidatus Magasanikbacteria	0	0	D02	NF	R2
D02_NF_R2	Candidatus Marinimicrobia	0	0	D02	NF	R2
D02_NF_R2	Candidatus Melainabacteria	0.210014701029072	0.0210008400336013	D02	NF	R2
D02_NF_R2	Candidatus Moranbacteria	0	0	D02	NF	R2
D02_NF_R2	Candidatus Nomurabacteria	0	0	D02	NF	R2
D02_NF_R2	Candidatus Omnitrophica	0	0.00100004000160006	D02	NF	R2
D02_NF_R2	Candidatus Peregrinibacteria	0	0	D02	NF	R2
D02_NF_R2	Candidatus Portnoybacteria	0	0	D02	NF	R2
D02_NF_R2	Candidatus Rokubacteria	0.00100007000490034	0.00100004000160006	D02	NF	R2
D02_NF_R2	Candidatus Saccharibacteria	0	0	D02	NF	R2
D02_NF_R2	Candidatus Sumerlaeota	0	0	D02	NF	R2
D02_NF_R2	Candidatus Sungbacteria	0	0	D02	NF	R2
D02_NF_R2	Candidatus Wallbacteria	0	0	D02	NF	R2
D02_NF_R2	Candidatus Woesearchaeota	0	0	D02	NF	R2
D02_NF_R2	Candidatus Woesebacteria	0	0	D02	NF	R2
D02_NF_R2	Candidatus Yanofskybacteria	0	0	D02	NF	R2
D02_NF_R2	Candidatus Zambryskibacteria	0	0	D02	NF	R2
D02_NF_R2	Chlamydiae	0.00100007000490034	0	D02	NF	R2
D02_NF_R2	Chlorobi	0	0	D02	NF	R2
D02_NF_R2	Chloroflexi	0.00600042002940206	0.0170006800272011	D02	NF	R2
D02_NF_R2	Chytridiomycota	0.00100007000490034	0.00100004000160006	D02	NF	R2
D02_NF_R2	Crenarchaeota	0	0.00100004000160006	D02	NF	R2
D02_NF_R2	Cryptomycota	0	0	D02	NF	R2
D02_NF_R2	Cyanobacteria	0.00300021001470103	0.00400016000640026	D02	NF	R2
D02_NF_R2	Deinococcus-Thermus	0.00100007000490034	0.00200008000320013	D02	NF	R2
D02_NF_R2	Elusimicrobia (74152)	0.00100007000490034	0.00200008000320013	D02	NF	R2
D02_NF_R2	Euryarchaeota	0.00500035002450171	0.0250010000400016	D02	NF	R2
D02_NF_R2	Fibrobacteres	0.00100007000490034	0.00100004000160006	D02	NF	R2
D02_NF_R2	Firmicutes	63.0974168191773	80.811232449298	D02	NF	R2
D02_NF_R2	Fusobacteria	0.00300021001470103	0.00100004000160006	D02	NF	R2
D02_NF_R2	Gemmatimonadetes (142182)	0.00100007000490034	0.00200008000320013	D02	NF	R2
D02_NF_R2	Ignavibacteriae	0.00100007000490034	0	D02	NF	R2
D02_NF_R2	Lentisphaerae	0.00100007000490034	0.00100004000160006	D02	NF	R2
D02_NF_R2	Microsporidia	0.00100007000490034	0	D02	NF	R2
D02_NF_R2	Mucoromycota	0.0100007000490034	0.016000640025601	D02	NF	R2
D02_NF_R2	Negarnaviricota	0	0	D02	NF	R2
D02_NF_R2	Nitrospinae	0	0.00100004000160006	D02	NF	R2
D02_NF_R2	Nitrospirae	0.00100007000490034	0.00200008000320013	D02	NF	R2
D02_NF_R2	Other	-1.4210854715202e-14	-1.4210854715202e-14	D02	NF	R2
D02_NF_R2	Planctomycetes	0.00300021001470103	0.0100004000160006	D02	NF	R2
D02_NF_R2	Proteobacteria	0.742051943636054	1.94407776311052	D02	NF	R2
D02_NF_R2	Spirochaetes	0.00600042002940206	0.00500020000800032	D02	NF	R2
D02_NF_R2	Synergistetes	0.00100007000490034	0.00200008000320013	D02	NF	R2
D02_NF_R2	Tenericutes	0.00200014000980069	0.00500020000800032	D02	NF	R2
D02_NF_R2	Thaumarchaeota	0	0	D02	NF	R2
D02_NF_R2	Thermotogae (200918)	0	0	D02	NF	R2
D02_NF_R2	Verrucomicrobia	0.0180012600882062	0.00800032001280051	D02	NF	R2
D02_NF_R2	Zoopagomycota	0.00200014000980069	0.00100004000160006	D02	NF	R2
D02_NF_R3	Acidobacteria	0.00400028001960137	0.0110005500275014	D02	NF	R3
D02_NF_R3	Actinobacteria (201174)	2.14815037052594	1.49807490374519	D02	NF	R3
D02_NF_R3	Aquificae (200783)	0	0	D02	NF	R3
D02_NF_R3	Armatimonadetes	0.00100007000490034	0.00100005000250013	D02	NF	R3
D02_NF_R3	Ascomycota	0.0560039202744192	0.123006150307515	D02	NF	R3
D02_NF_R3	Bacteroidetes	35.132459272149	19.81999099955	D02	NF	R3
D02_NF_R3	Balneolaeota	0	0	D02	NF	R3
D02_NF_R3	Basidiomycota	0.0120008400588041	0.149007450372519	D02	NF	R3
D02_NF_R3	Blastocladiomycota	0	0	D02	NF	R3
D02_NF_R3	Calditrichaeota	0	0	D02	NF	R3
D02_NF_R3	candidate division WOR-3	0	0	D02	NF	R3
D02_NF_R3	candidate division Zixibacteria	0	0	D02	NF	R3
D02_NF_R3	Candidatus Aminicenantes	0	0	D02	NF	R3
D02_NF_R3	Candidatus Bathyarchaeota	0	0.00100005000250013	D02	NF	R3
D02_NF_R3	Candidatus Dormibacteraeota	0	0	D02	NF	R3
D02_NF_R3	Candidatus Edwardsbacteria	0	0	D02	NF	R3
D02_NF_R3	Candidatus Eisenbacteria	0	0	D02	NF	R3
D02_NF_R3	Candidatus Eremiobacteraeota	0	0.00300015000750038	D02	NF	R3
D02_NF_R3	Candidatus Handelsmanbacteria	0	0.00100005000250013	D02	NF	R3
D02_NF_R3	Candidatus Hydrogenedentes	0	0	D02	NF	R3
D02_NF_R3	Candidatus Kryptonia	0	0	D02	NF	R3
D02_NF_R3	Candidatus Latescibacteria	0	0	D02	NF	R3
D02_NF_R3	Candidatus Magasanikbacteria	0	0	D02	NF	R3
D02_NF_R3	Candidatus Marinimicrobia	0	0	D02	NF	R3
D02_NF_R3	Candidatus Melainabacteria	0.20401428099967	0.0460023001150058	D02	NF	R3
D02_NF_R3	Candidatus Moranbacteria	0	0	D02	NF	R3
D02_NF_R3	Candidatus Nomurabacteria	0	0	D02	NF	R3
D02_NF_R3	Candidatus Omnitrophica	0	0	D02	NF	R3
D02_NF_R3	Candidatus Peregrinibacteria	0	0	D02	NF	R3
D02_NF_R3	Candidatus Portnoybacteria	0	0	D02	NF	R3
D02_NF_R3	Candidatus Rokubacteria	0.00100007000490034	0.00100005000250013	D02	NF	R3
D02_NF_R3	Candidatus Saccharibacteria	0	0	D02	NF	R3
D02_NF_R3	Candidatus Sumerlaeota	0	0	D02	NF	R3
D02_NF_R3	Candidatus Sungbacteria	0	0	D02	NF	R3
D02_NF_R3	Candidatus Wallbacteria	0	0	D02	NF	R3
D02_NF_R3	Candidatus Woesearchaeota	0	0	D02	NF	R3
D02_NF_R3	Candidatus Woesebacteria	0	0	D02	NF	R3
D02_NF_R3	Candidatus Yanofskybacteria	0	0	D02	NF	R3
D02_NF_R3	Candidatus Zambryskibacteria	0	0	D02	NF	R3
D02_NF_R3	Chlamydiae	0.00100007000490034	0	D02	NF	R3
D02_NF_R3	Chlorobi	0	0	D02	NF	R3
D02_NF_R3	Chloroflexi	0.00600042002940206	0.0120006000300015	D02	NF	R3
D02_NF_R3	Chytridiomycota	0.00100007000490034	0.00100005000250013	D02	NF	R3
D02_NF_R3	Crenarchaeota	0	0.00100005000250013	D02	NF	R3
D02_NF_R3	Cryptomycota	0	0	D02	NF	R3
D02_NF_R3	Cyanobacteria	0.00300021001470103	0.0040002000100005	D02	NF	R3
D02_NF_R3	Deinococcus-Thermus	0.00100007000490034	0.00200010000500025	D02	NF	R3
D02_NF_R3	Elusimicrobia (74152)	0.00100007000490034	0.00200010000500025	D02	NF	R3
D02_NF_R3	Euryarchaeota	0.00500035002450171	0.0290014500725036	D02	NF	R3
D02_NF_R3	Fibrobacteres	0.00100007000490034	0	D02	NF	R3
D02_NF_R3	Firmicutes	61.5833108317582	76.7408370418521	D02	NF	R3
D02_NF_R3	Fusobacteria	0.00200014000980069	0.00100005000250013	D02	NF	R3
D02_NF_R3	Gemmatimonadetes (142182)	0.00100007000490034	0.00200010000500025	D02	NF	R3
D02_NF_R3	Ignavibacteriae	0.00100007000490034	0	D02	NF	R3
D02_NF_R3	Lentisphaerae	0.00100007000490034	0.00100005000250013	D02	NF	R3
D02_NF_R3	Microsporidia	0.00100007000490034	0	D02	NF	R3
D02_NF_R3	Mucoromycota	0.00900063004410308	0.0140007000350018	D02	NF	R3
D02_NF_R3	Negarnaviricota	0	0	D02	NF	R3
D02_NF_R3	Nitrospinae	0	0.00300015000750038	D02	NF	R3
D02_NF_R3	Nitrospirae	0.00100007000490034	0.00100005000250013	D02	NF	R3
D02_NF_R3	Other	-1.4210854715202e-14	-7.105427357601e-14	D02	NF	R3
D02_NF_R3	Planctomycetes	0.00300021001470103	0.00900045002250112	D02	NF	R3
D02_NF_R3	Proteobacteria	0.790055303871271	1.50407520376019	D02	NF	R3
D02_NF_R3	Spirochaetes	0.0070004900343024	0.0040002000100005	D02	NF	R3
D02_NF_R3	Synergistetes	0.00100007000490034	0.00200010000500025	D02	NF	R3
D02_NF_R3	Tenericutes	0.00100007000490034	0.0040002000100005	D02	NF	R3
D02_NF_R3	Thaumarchaeota	0	0	D02	NF	R3
D02_NF_R3	Thermotogae (200918)	0	0	D02	NF	R3
D02_NF_R3	Verrucomicrobia	0.0190013300931065	0.008000400020001	D02	NF	R3
D02_NF_R3	Zoopagomycota	0.00200014000980069	0.00100005000250013	D02	NF	R3
D02_OF_R1	Acidobacteria	0.00300012000480019	0.0100003000090003	D02	OF	R1
