Well,Omit,Sample,Target,Task,Dyes,Cq,Cq Conf,Amp Score,Amp Status,Annotated,Baseline Start,Baseline End,Curve Quality,Result Quality Issues
L6,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
L7,false,Sample,16S,Unknown,SYBR,21.309057605840472,0.8339299684281131,3.490836029503589,Amp,false,3,11,,
L8,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
L9,false,Sample,16S,Unknown,SYBR,24.30903444825281,0.8771122184639057,3.47833155971449,Amp,false,3,12,,
L10,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
L11,false,Sample,16S,Unknown,SYBR,25.327235505090123,0.9013600195717609,3.5171827572965775,Amp,false,3,14,,
L12,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
L13,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
L14,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
L15,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
L16,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
L17,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
L18,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
L19,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
L20,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
L21,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
L22,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
L23,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
L24,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
M1,false,Sample,16S,Unknown,SYBR,6.98755131760616,0.9926306771772727,3.5083497466451488,Amp,false,3,3,,
M2,false,Sample,16S,Unknown,SYBR,7.21697482962583,0.9868797851408962,3.5151585782565884,Amp,false,3,4,,
M3,false,Sample,16S,Unknown,SYBR,9.619317512400617,0.9905484498763,3.5188499489296565,Amp,false,3,5,,
M4,false,Sample,16S,Unknown,SYBR,9.738236604793109,0.9958740903614057,3.5218568294486987,Amp,false,3,5,,
M5,false,Sample,16S,Unknown,SYBR,13.196245968000873,0.9894553279304162,3.5025505781953683,Amp,false,3,7,,
M6,false,Sample,16S,Unknown,SYBR,13.38715200881865,0.9876670767124596,3.514820809643497,Amp,false,3,7,,
M7,false,Sample,16S,Unknown,SYBR,16.574327032752798,0.9890344027447228,3.5105224722744404,Amp,false,3,9,,
M8,false,Sample,16S,Unknown,SYBR,16.770950790402424,0.9794191987149653,3.4815289059181858,Amp,false,3,8,,
M9,false,Sample,16S,Unknown,SYBR,20.136384300452505,0.9657844698637252,3.4638957584090924,Amp,false,3,10,,
M10,false,Sample,16S,Unknown,SYBR,20.277024207092616,0.978392694599616,3.4698691956191747,Amp,false,3,10,,
M11,false,Sample,16S,Unknown,SYBR,23.22787856912047,0.9619409554665689,3.4656056171501017,Amp,false,3,12,,
M12,false,Sample,16S,Unknown,SYBR,23.415067810635605,0.936016062600634,3.4808076838616606,Amp,false,3,12,,
M13,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
M14,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
M15,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
M16,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
M17,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
M18,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
M19,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
M20,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
M21,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
M22,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
M23,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
M24,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
N1,false,Sample,16S,Unknown,SYBR,6.932150457203424,0.9910463560888371,3.5168215496126374,Amp,false,3,3,,
N2,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
N3,false,Sample,16S,Unknown,SYBR,9.726849663353711,0.9966873744862229,3.5363459642595587,Amp,false,3,5,,
N4,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
N5,false,Sample,16S,Unknown,SYBR,13.500780281287739,0.9831363515840377,3.5106433057460227,Amp,false,3,7,,
N6,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
N7,false,Sample,16S,Unknown,SYBR,16.946199648041265,0.9843030034511048,3.510123902122988,Amp,false,3,9,,
N8,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
N9,false,Sample,16S,Unknown,SYBR,20.231708009592417,0.961302513394255,3.475368444136681,Amp,false,3,10,,
N10,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
N11,false,Sample,16S,Unknown,SYBR,23.441003490721215,0.9446329788822787,3.4803515421726967,Amp,false,3,13,,
N12,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
N13,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
N14,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
N15,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
N16,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
N17,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
N18,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
N19,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
N20,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
N21,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
N22,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
N23,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
N24,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
O1,false,Sample,16S,Unknown,SYBR,6.769271648438442,0.9911514597542148,3.523340157292277,Amp,false,3,3,,
O2,false,Sample,16S,Unknown,SYBR,6.893118057817505,0.9880770364493441,3.4897493300816653,Amp,false,3,3,,
O3,false,Sample,16S,Unknown,SYBR,9.244711574197652,0.9898289997851896,3.521034621370545,Amp,false,3,5,,
O4,false,Sample,16S,Unknown,SYBR,9.154078460273187,0.9933536121095972,3.5118916047081776,Amp,false,3,5,,
O5,false,Sample,16S,Unknown,SYBR,11.518139085850777,0.9911674769168272,3.5096921014072167,Amp,false,3,6,,
O6,false,Sample,16S,Unknown,SYBR,11.783554614940314,0.9925864191193323,3.515934447720815,Amp,false,3,6,,
O7,false,Sample,16S,Unknown,SYBR,14.249578016013373,0.9854586475361565,3.480652882631823,Amp,false,3,7,,
O8,false,Sample,16S,Unknown,SYBR,14.603985630260475,0.9821290772149774,3.521819990236909,Amp,false,3,7,,
O9,false,Sample,16S,Unknown,SYBR,17.07311313377768,0.9789242181378365,3.474217498919786,Amp,false,3,9,,
O10,false,Sample,16S,Unknown,SYBR,17.475022530343416,0.9768348494134443,3.4739719448493287,Amp,false,3,10,,
O11,false,Sample,16S,Unknown,SYBR,20.379645572163042,0.9746569461447832,3.4691915430237765,Amp,false,3,12,,
O12,false,Sample,16S,Unknown,SYBR,20.317337041373356,0.9657583556045027,3.466942591742926,Amp,false,3,10,,
O13,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
O14,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
O15,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
O16,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
O17,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
O18,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
O19,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
O20,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
O21,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
O22,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
O23,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
O24,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
P1,false,Sample,16S,Unknown,SYBR,6.897890635493216,0.9903113756658142,3.5106672266254493,Amp,false,3,3,,
P2,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
P3,false,Sample,16S,Unknown,SYBR,9.53861773421168,0.9903025799133613,3.483478942517669,Amp,false,3,5,,
P4,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
P5,false,Sample,16S,Unknown,SYBR,12.081551415803002,0.98806629101061,3.5137857347294568,Amp,false,3,6,,
P6,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
P7,false,Sample,16S,Unknown,SYBR,14.667317335717371,0.9816751681528053,3.4965476925217605,Amp,false,3,7,,
P8,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
P9,false,Sample,16S,Unknown,SYBR,17.635344813242,0.9809844008413379,3.4990426402644093,Amp,false,3,9,,
P10,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
P11,false,Sample,16S,Unknown,SYBR,20.36637233562302,0.9708826631394657,3.5065567099159014,Amp,false,3,10,,
P12,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
P13,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
P14,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
P15,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
P16,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
P17,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
P18,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
P19,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
P20,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
P21,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
P22,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
P23,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
P24,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
