sample	tax.level	method	value
D01-ZR-R1-A_S8_L001	order	simpson	0.546
D04-OR-R2-B_S55_L001	order	simpson	0.624
D09-OR-R2-B_S54_L001	order	simpson	0.867
D08-ZR-R2-B_S56_L002	order	simpson	0.445
D04-ZF-R2-B_S57_L002	order	simpson	0.658
D08-ZH-R1-B_S33_L001	order	simpson	0.375
D02-ZR-R1-A_S96_L002	order	simpson	0.51
D09-ZH-R3-B_S37_L004	order	simpson	0.649
D04-ZR-R2-B_S62_L002	order	simpson	0.644
D05-ZR-R1-A_S29_L001	order	simpson	0.663
PCO-B3-R1-A_S65_L002	order	simpson	0.593
D10-ZR-R1-A_S9_L001	order	simpson	0.518
D06-ZF-R2-A_S24_L002	order	simpson	0.455
D05-OF-R3-A_S22_L004	order	simpson	0.718
D08-ZF-R1-B_S36_L001	order	simpson	0.536
D02-OR-R2-A_S30_L001	order	simpson	0.757
D10-ZF-R3-B_S39_L004	order	simpson	0.586
D06-OR-R2-B_S36_L001	order	simpson	0.632
D04-OF-R1-B_S123_L002	order	simpson	0.51
D09-OF-R2-B_S45_L001	order	simpson	0.676
D03-ZH-R2-B_S38_L002	order	simpson	0.305
D02-OF-R3-A_S16_L004	order	simpson	0.545
D10-ZH-R3-A_S17_L004	order	simpson	0.083
D08-OR-R2-A_S8_L001	order	simpson	0.638
D01-ZR-R3-A_S21_L003	order	simpson	0.37
D05-ZR-R3-A_S6_L004	order	simpson	0.672
D09-ZR-R3-A_S19_L004	order	simpson	0.651
D04-OR-R3-A_S18_L003	order	simpson	0.536
D04-ZH-R3-A_S26_L003	order	simpson	0.52
D07-OF-R3-A_S29_L003	order	simpson	0.701
NCO-B4-R1-A_S81_L002	order	simpson	0.738
D05-ZF-R2-B_S58_L002	order	simpson	0.678
D03-ZF-R2-B_S53_L001	order	simpson	0.617
D07-ZF-R2-B_S61_L001	order	simpson	0.629
D03-NF-R2-B_S64_L001	order	simpson	0.58
D06-NF-R2-B_S50_L001	order	simpson	0.372
D03-ZF-R3-B_S56_L003	order	simpson	0.52
D10-NF-R2-B_S49_L002	order	simpson	0.59
D08-OF-R1-B_S107_L002	order	simpson	0.521
D09-OR-R1-A_S32_L001	order	simpson	0.679
D02-ZF-R2-A_S13_L002	order	simpson	0.426
D04-ZH-R2-A_S9_L001	order	simpson	0.571
D02-NF-R2-A_S26_L001	order	simpson	0.36
D03-OF-R3-A_S2_L003	order	simpson	0.722
D01-ZF-R3-B_S39_L003	order	simpson	0.395
D06-OR-R1-B_S111_L002	order	simpson	0.517
D01-NF-R1-A_S89_L002	order	simpson	0.571
D05-OF-R1-A_S71_L002	order	simpson	0.688
D03-OR-R3-A_S27_L003	order	simpson	0.718
D06-OR-R2-A_S4_L001	order	simpson	0.499
D01-ZH-R1-A_S95_L002	order	simpson	0.482
D04-ZF-R2-A_S26_L002	order	simpson	0.636
D03-OR-R3-B_S59_L003	order	simpson	0.731
D10-ZF-R3-A_S10_L004	order	simpson	0.581
D01-NF-R1-B_S121_L002	order	simpson	0.579
D02-ZH-R3-A_S23_L004	order	simpson	0.403
D05-OF-R2-A_S25_L001	order	simpson	0.712
D09-OF-R3-A_S7_L004	order	simpson	0.631
D05-ZH-R1-A_S78_L002	order	simpson	0.39
D09-OF-R2-A_S13_L001	order	simpson	0.66
D03-NF-R1-A_S20_L001	order	simpson	0.519
D02-NF-R1-B_S126_L002	order	simpson	0.401
D07-ZR-R1-A_S10_L001	order	simpson	0.526
NCO-B2-R2-A_S10_L002	order	simpson	0.934
D01-OR-R2-B_S42_L002	order	simpson	0.675
D02-OR-R1-B_S105_L002	order	simpson	0.52
D07-ZF-R3-B_S56_L004	order	simpson	0.638
D05-ZH-R2-A_S16_L002	order	simpson	0.574
D06-NF-R1-B_S37_L001	order	simpson	0.604
D09-ZF-R3-A_S11_L004	order	simpson	0.679
D08-ZF-R3-B_S40_L003	order	simpson	0.37
NCO-B4-R3-B_S55_L003	order	simpson	0.914
D06-ZH-R2-A_S12_L002	order	simpson	0.271
D02-ZF-R1-B_S55_L001	order	simpson	0.53
D08-ZR-R1-A_S80_L002	order	simpson	0.547
D04-ZH-R2-B_S41_L001	order	simpson	0.562
D04-ZR-R1-A_S70_L002	order	simpson	0.672
D02-NF-R2-B_S58_L001	order	simpson	0.359
D07-ZH-R3-B_S49_L004	order	simpson	0.603
D06-ZR-R3-B_S52_L003	order	simpson	0.496
D07-NF-R1-A_S14_L001	order	simpson	0.585
D02-OR-R1-A_S73_L002	order	simpson	0.544
D07-ZH-R2-B_S51_L002	order	simpson	0.663
D09-ZH-R1-A_S30_L001	order	simpson	0.58
D06-ZF-R3-A_S3_L004	order	simpson	0.479
D05-ZH-R2-B_S47_L002	order	simpson	0.563
D05-NF-R3-B_S36_L003	order	simpson	0.5
D07-ZF-R3-A_S27_L004	order	simpson	0.642
NCO-B4-R3-A_S23_L003	order	simpson	0.906
D05-ZH-R3-A_S26_L004	order	simpson	0.43
D08-ZR-R3-B_S63_L003	order	simpson	0.402
D07-NF-R2-A_S2_L002	order	simpson	0.577
NCO-B2-R3-A_S28_L003	order	simpson	0.934
D10-ZR-R2-B_S51_L001	order	simpson	0.465
D01-NF-R3-B_S44_L003	order	simpson	0.571
NCO-B3-R1-B_S114_L002	order	simpson	0.802
D07-ZF-R1-A_S85_L002	order	simpson	0.669
D02-ZR-R2-A_S9_L002	order	simpson	0.523
D10-ZR-R2-A_S19_L001	order	simpson	0.467
PCO-B1-R1-A_S7_L001	order	simpson	0.447
D10-ZH-R2-B_S37_L002	order	simpson	0.125
D06-OR-R3-A_S1_L004	order	simpson	0.508
D09-OR-R2-A_S22_L001	order	simpson	0.788
NCO-B2-R1-A_S67_L002	order	simpson	0.833
D04-OR-R2-A_S23_L001	order	simpson	0.539
D07-OR-R2-B_S45_L002	order	simpson	0.699
D09-NF-R2-B_S46_L002	order	simpson	0.54
D06-ZF-R2-B_S55_L002	order	simpson	0.461
D10-OF-R3-A_S32_L003	order	simpson	0.451
D03-OR-R1-B_S45_L001	order	simpson	0.701
D02-ZR-R2-B_S40_L002	order	simpson	0.527
NCO-B1-R2-A_S3_L001	order	simpson	0.913
D04-ZF-R3-A_S3_L003	order	simpson	0.647
D02-OF-R2-A_S19_L002	order	simpson	0.532
D08-OR-R3-B_S51_L003	order	simpson	0.682
D03-OR-R2-B_S52_L001	order	simpson	0.78
D07-ZR-R3-B_S38_L004	order	simpson	0.594
D07-OF-R2-A_S28_L002	order	simpson	0.679
D01-ZR-R1-B_S40_L001	order	simpson	0.545
D01-OF-R1-B_S47_L001	order	simpson	0.58
D03-ZR-R2-A_S5_L001	order	simpson	0.543
D06-ZF-R1-B_S53_L001	order	simpson	0.504
D08-NF-R1-A_S6_L001	order	simpson	0.504
D07-OF-R1-B_S98_L002	order	simpson	0.674
D05-OF-R1-B_S103_L002	order	simpson	0.687
D03-OR-R1-A_S13_L001	order	simpson	0.726
D03-OF-R1-A_S16_L001	order	simpson	0.748
D09-ZR-R2-A_S5_L002	order	simpson	0.684
D01-ZF-R2-A_S17_L002	order	simpson	0.422
D06-NF-R2-A_S18_L001	order	simpson	0.378
D06-ZR-R3-A_S20_L003	order	simpson	0.492
NCO-B3-R2-A_S12_L001	order	simpson	0.909
D04-ZR-R3-A_S16_L003	order	simpson	0.636
D01-NF-R3-A_S12_L003	order	simpson	0.569
D07-ZH-R2-A_S20_L002	order	simpson	0.665
D10-ZH-R1-B_S51_L001	order	simpson	0.115
D01-NF-R2-B_S42_L001	order	simpson	0.565
D09-OF-R1-B_S106_L002	order	simpson	0.648
D03-ZR-R3-B_S38_L003	order	simpson	0.586
D04-OF-R2-A_S27_L001	order	simpson	0.483
D01-OR-R3-A_S12_L004	order	simpson	0.572
D06-OF-R2-B_S53_L002	order	simpson	0.516
D08-ZF-R2-A_S6_L001	order	simpson	0.51
D10-OF-R1-B_S119_L002	order	simpson	0.736
D05-ZF-R3-A_S24_L004	order	simpson	0.615
D09-NF-R1-B_S60_L001	order	simpson	0.561
NCO-B4-R2-B_S46_L001	order	simpson	0.933
D10-NF-R3-A_S15_L003	order	simpson	0.589
NCO-B3-R1-A_S82_L002	order	simpson	0.806
D03-OF-R2-B_S35_L002	order	simpson	0.737
D04-ZH-R1-B_S59_L001	order	simpson	0.554
D08-OF-R2-A_S1_L001	order	simpson	0.481
D09-OF-R3-B_S36_L004	order	simpson	0.644
D02-ZH-R2-A_S29_L002	order	simpson	0.475
D01-ZR-R3-B_S53_L003	order	simpson	0.37
D07-OR-R3-A_S17_L003	order	simpson	0.663
D08-NF-R3-B_S50_L004	order	simpson	0.481
D09-OR-R3-B_S43_L004	order	simpson	0.885
D01-NF-R2-A_S10_L001	order	simpson	0.552
D02-OF-R1-A_S88_L002	order	simpson	0.503
D02-ZR-R1-B_S128_L002	order	simpson	0.505
D05-ZR-R2-A_S7_L001	order	simpson	0.627
D01-OF-R2-A_S23_L002	order	simpson	0.573
D03-ZR-R1-B_S125_L002	order	simpson	0.459
D05-ZF-R1-A_S3_L001	order	simpson	0.508
D03-ZF-R1-A_S69_L002	order	simpson	0.569
D08-OR-R1-B_S54_L001	order	simpson	0.64
D09-ZH-R3-A_S8_L004	order	simpson	0.635
D09-ZF-R1-A_S83_L002	order	simpson	0.668
D03-OR-R2-A_S20_L001	order	simpson	0.71
D08-ZF-R3-A_S8_L003	order	simpson	0.36
D01-ZH-R2-B_S34_L001	order	simpson	0.43
D04-NF-R1-A_S17_L001	order	simpson	0.347
D09-ZF-R2-A_S24_L001	order	simpson	0.69
D03-ZH-R2-A_S7_L002	order	simpson	0.297
D02-OF-R1-B_S120_L002	order	simpson	0.49
D04-OF-R3-B_S58_L004	order	simpson	0.461
D10-ZH-R3-B_S46_L004	order	simpson	0.084
D06-OF-R2-A_S22_L002	order	simpson	0.521
D10-NF-R1-A_S92_L002	order	simpson	0.431
PCO-B4-R1-B_S57_L001	order	simpson	0.582
D02-OR-R2-B_S62_L001	order	simpson	0.771
D09-NF-R1-A_S28_L001	order	simpson	0.561
D08-ZF-R2-B_S38_L001	order	simpson	0.511
D08-NF-R1-B_S38_L001	order	simpson	0.458
D08-ZH-R2-B_S32_L002	order	simpson	0.333
D09-ZF-R2-B_S56_L001	order	simpson	0.7
D04-ZF-R3-B_S35_L003	order	simpson	0.628
D05-ZF-R1-B_S35_L001	order	simpson	0.552
D09-ZF-R1-B_S115_L002	order	simpson	0.664
PCO-B1-R2-B_S63_L001	order	simpson	0.682
D07-OR-R2-A_S14_L002	order	simpson	0.647
NCO-B4-R1-B_S113_L002	order	simpson	0.747
D04-ZR-R3-B_S48_L003	order	simpson	0.625
D05-NF-R2-B_S34_L002	order	simpson	0.712
D08-NF-R2-B_S49_L001	order	simpson	0.476
D05-NF-R1-A_S77_L002	order	simpson	0.717
D07-OF-R1-A_S66_L002	order	simpson	0.668
PCO-B1-R1-B_S39_L001	order	simpson	0.476
D06-NF-R3-B_S44_L004	order	simpson	0.443
D08-NF-R3-A_S21_L004	order	simpson	0.487
D09-NF-R3-B_S42_L003	order	simpson	0.498
D04-ZR-R1-B_S102_L002	order	simpson	0.661
D03-ZH-R3-A_S9_L003	order	simpson	0.459
D04-ZF-R1-A_S24_L001	order	simpson	0.635
D09-OF-R1-A_S74_L002	order	simpson	0.653
D04-NF-R3-A_S30_L003	order	simpson	0.355
D05-ZR-R3-B_S35_L004	order	simpson	0.671
D10-ZR-R1-B_S41_L001	order	simpson	0.502
D08-ZF-R1-A_S4_L001	order	simpson	0.537
D05-NF-R2-A_S3_L002	order	simpson	0.697
D08-OR-R1-A_S22_L001	order	simpson	0.65
D04-ZR-R2-A_S31_L002	order	simpson	0.644
D06-OF-R3-A_S13_L003	order	simpson	0.533
D10-NF-R2-A_S18_L002	order	simpson	0.619
D04-OF-R2-B_S59_L001	order	simpson	0.476
D08-OF-R3-A_S4_L004	order	simpson	0.548
D04-NF-R2-B_S39_L002	order	simpson	0.341
D07-NF-R1-B_S46_L001	order	simpson	0.592
NCO-B1-R2-B_S35_L001	order	simpson	0.924
NCO-B3-R3-A_S5_L004	order	simpson	0.957
D07-ZH-R1-A_S12_L001	order	simpson	0.651
D05-ZH-R3-B_S55_L004	order	simpson	0.376
D07-OR-R1-A_S26_L001	order	simpson	0.744
D06-NF-R3-A_S15_L004	order	simpson	0.443
D01-ZR-R2-A_S15_L001	order	simpson	0.357
D06-ZH-R3-A_S5_L003	order	simpson	0.335
D08-ZH-R3-B_S33_L003	order	simpson	0.316
D09-NF-R2-A_S15_L002	order	simpson	0.546
D06-OR-R1-A_S79_L002	order	simpson	0.516
D02-ZH-R3-B_S52_L004	order	simpson	0.613
D05-NF-R1-B_S109_L002	order	simpson	0.721
D04-OR-R3-B_S50_L003	order	simpson	0.543
D09-NF-R3-A_S10_L003	order	simpson	0.494
D03-ZF-R3-A_S24_L003	order	simpson	0.601
D06-NF-R1-A_S5_L001	order	simpson	0.607
D02-OF-R2-B_S50_L002	order	simpson	0.532
D03-ZR-R2-B_S37_L001	order	simpson	0.525
D06-OF-R1-A_S84_L002	order	simpson	0.748
D10-OF-R2-A_S16_L001	order	simpson	0.457
D01-OR-R1-A_S11_L001	order	simpson	0.591
D01-ZH-R2-A_S2_L001	order	simpson	0.442
D02-NF-R1-A_S94_L002	order	simpson	0.411
D05-ZH-R1-B_S110_L002	order	simpson	0.491
D08-ZH-R3-A_S1_L003	order	simpson	0.299
D06-ZR-R2-A_S28_L001	order	simpson	0.557
D06-ZF-R3-B_S32_L004	order	simpson	0.472
D09-ZF-R3-B_S40_L004	order	simpson	0.667
D10-NF-R3-B_S47_L003	order	simpson	0.574
D01-ZH-R1-B_S127_L002	order	simpson	0.49
D06-ZR-R1-A_S31_L001	order	simpson	0.513
D07-ZR-R2-A_S30_L002	order	simpson	0.657
D01-OF-R3-B_S47_L004	order	simpson	0.565
D03-ZH-R1-A_S68_L002	order	simpson	0.331
D08-NF-R2-A_S17_L001	order	simpson	0.375
D02-ZR-R3-A_S25_L004	order	simpson	0.506
D07-OR-R1-B_S58_L001	order	simpson	0.766
NCO-B4-R2-A_S14_L001	order	simpson	0.921
D08-OF-R3-B_S33_L004	order	simpson	0.548
D04-ZH-R1-A_S27_L001	order	simpson	0.555
D07-ZR-R1-B_S42_L001	order	simpson	0.51
NCO-B2-R1-B_S99_L002	order	simpson	0.798
D07-ZF-R2-A_S29_L001	order	simpson	0.629
D08-ZH-R1-A_S1_L001	order	simpson	0.342
D07-OF-R2-B_S59_L002	order	simpson	0.676
D02-ZH-R2-B_S60_L002	order	simpson	0.43
D01-OR-R3-B_S41_L004	order	simpson	0.581
NCO-B3-R2-B_S44_L001	order	simpson	0.929
D06-OF-R1-B_S116_L002	order	simpson	0.719
D01-ZF-R2-B_S48_L002	order	simpson	0.419
D01-OR-R1-B_S43_L001	order	simpson	0.585
D05-OF-R2-B_S57_L001	order	simpson	0.712
NCO-B1-R3-A_S2_L004	order	simpson	0.948
D05-OF-R3-B_S51_L004	order	simpson	0.713
D07-ZF-R1-B_S117_L002	order	simpson	0.668
D03-NF-R1-B_S52_L001	order	simpson	0.522
D07-ZR-R2-B_S61_L002	order	simpson	0.656
D08-ZR-R3-A_S31_L003	order	simpson	0.394
D01-OF-R2-B_S54_L002	order	simpson	0.571
D03-ZF-R1-B_S101_L002	order	simpson	0.566
D04-ZF-R1-B_S56_L001	order	simpson	0.639
D06-OF-R3-B_S45_L003	order	simpson	0.537
NCO-B1-R1-A_S90_L002	order	simpson	0.803
D01-ZF-R3-A_S7_L003	order	simpson	0.392
D10-ZF-R1-A_S86_L002	order	simpson	0.587
D06-ZH-R1-B_S104_L002	order	simpson	0.231
D05-ZF-R2-A_S27_L002	family	shannon	2.508
D07-NF-R3-B_S42_L004	family	shannon	2.1
PCO-B2-R1-B_S50_L001	family	shannon	1.452
D09-ZR-R3-B_S48_L004	family	shannon	1.915
D06-ZH-R3-B_S37_L003	family	shannon	1.183
D05-ZR-R1-B_S61_L001	family	shannon	2.503
D02-OF-R3-B_S45_L004	family	shannon	2.095
D07-NF-R3-A_S13_L004	family	shannon	2.098
NCO-B1-R1-B_S122_L002	family	shannon	2.841
D06-OR-R3-B_S30_L004	family	shannon	1.868
D05-ZR-R2-B_S39_L001	family	shannon	2.396
D10-ZF-R2-B_S43_L001	family	shannon	1.934
D06-ZR-R1-B_S63_L001	family	shannon	1.672
D09-ZR-R2-B_S36_L002	family	shannon	2.1
D01-ZH-R3-A_S22_L003	family	shannon	1.911
D10-ZH-R1-A_S19_L001	family	shannon	0.738
D08-OF-R2-B_S33_L001	family	shannon	1.86
D04-NF-R3-B_S62_L003	family	shannon	2.287
D07-ZH-R3-A_S20_L004	family	shannon	1.974
D07-ZH-R1-B_S44_L001	family	shannon	1.965
D10-OF-R3-B_S64_L003	family	shannon	1.514
D03-ZH-R1-B_S100_L002	family	shannon	1.653
D02-ZF-R3-A_S11_L003	family	shannon	2.017
D02-ZH-R1-B_S108_L002	family	shannon	1.268
D03-ZR-R3-A_S6_L003	family	shannon	2.2
D02-ZR-R3-B_S54_L004	family	shannon	2.181
D01-ZF-R1-B_S34_L001	family	shannon	1.961
D09-ZH-R2-A_S21_L002	family	shannon	2.579
D06-ZH-R1-A_S72_L002	family	shannon	1.033
D09-ZH-R1-B_S62_L001	family	shannon	1.951
D06-ZR-R2-B_S60_L001	family	shannon	1.969
D03-OF-R1-B_S48_L001	family	shannon	2.29
D01-OR-R2-A_S11_L002	family	shannon	2.477
D10-OF-R2-B_S48_L001	family	shannon	1.577
D02-ZH-R1-A_S76_L002	family	shannon	1.353
D01-OF-R1-A_S15_L001	family	shannon	2.101
D03-NF-R3-B_S46_L003	family	shannon	2.377
D08-OR-R3-A_S19_L003	family	shannon	2.444
NCO-B2-R2-B_S41_L002	family	shannon	3.299
D03-OF-R3-B_S34_L003	family	shannon	2.451
NCO-B1-R3-B_S31_L004	family	shannon	4.092
D07-ZR-R3-A_S9_L004	family	shannon	1.461
D03-OF-R2-A_S4_L002	family	shannon	2.513
D02-ZF-R3-B_S43_L003	family	shannon	2.304
D09-ZH-R2-B_S52_L002	family	shannon	2.644
D04-OF-R1-A_S91_L002	family	shannon	2.124
D03-NF-R3-A_S14_L003	family	shannon	2.239
D10-ZF-R1-B_S118_L002	family	shannon	1.934
D10-OF-R1-A_S87_L002	family	shannon	3.263
D05-NF-R3-A_S4_L003	family	shannon	2.422
D03-ZR-R1-A_S93_L002	family	shannon	1.893
D08-ZR-R2-A_S25_L002	family	shannon	1.896
D09-OR-R3-A_S14_L004	family	shannon	1.997
D10-ZR-R3-A_S28_L004	family	shannon	1.929
D01-ZH-R3-B_S54_L003	family	shannon	1.93
NCO-B3-R3-B_S34_L004	family	shannon	4.246
D03-ZH-R3-B_S41_L003	family	shannon	1.303
D02-ZF-R1-A_S23_L001	family	shannon	1.908
D02-NF-R3-A_S25_L003	family	shannon	2.165
D04-NF-R1-B_S49_L001	family	shannon	2.404
D04-NF-R2-A_S8_L002	family	shannon	2.388
D09-OR-R1-B_S64_L001	family	shannon	1.79
D03-ZF-R2-A_S21_L001	family	shannon	2.05
PCO-B3-R1-B_S97_L002	family	shannon	1.402
PCO-B4-R1-A_S25_L001	family	shannon	1.52
D05-ZF-R3-B_S53_L004	family	shannon	2.284
D07-OF-R3-B_S61_L003	family	shannon	1.952
D08-OF-R1-A_S75_L002	family	shannon	1.827
D08-ZR-R1-B_S112_L002	family	shannon	2.143
D06-ZF-R1-A_S21_L001	family	shannon	1.808
D04-ZH-R3-B_S58_L003	family	shannon	2.342
D06-ZH-R2-B_S43_L002	family	shannon	1.221
PCO-B2-R1-A_S18_L001	family	shannon	1.349
D07-OR-R3-B_S49_L003	family	shannon	2.529
PCO-B1-R2-A_S31_L001	family	shannon	1.4
D01-OF-R3-A_S18_L004	family	shannon	2.1
D01-ZR-R2-B_S47_L001	family	shannon	1.904
D02-NF-R3-B_S57_L003	family	shannon	2.227
D07-NF-R2-B_S33_L002	family	shannon	2.219
D04-OF-R3-A_S29_L004	family	shannon	2.621
D03-NF-R2-A_S32_L001	family	shannon	2.308
D08-ZH-R2-A_S1_L002	family	shannon	2.202
D10-ZH-R2-A_S6_L002	family	shannon	0.789
D10-ZF-R2-A_S11_L001	family	shannon	1.907
D08-OR-R2-B_S40_L001	family	shannon	2.646
D02-ZF-R2-B_S44_L002	family	shannon	2.045
D01-ZR-R1-A_S8_L001	family	shannon	2.114
D04-OR-R2-B_S55_L001	family	shannon	2.465
D09-OR-R2-B_S54_L001	family	shannon	2.612
D08-ZR-R2-B_S56_L002	family	shannon	1.903
D04-ZF-R2-B_S57_L002	family	shannon	2.95
D08-ZH-R1-B_S33_L001	family	shannon	1.82
D02-ZR-R1-A_S96_L002	family	shannon	1.826
D09-ZH-R3-B_S37_L004	family	shannon	2.444
D04-ZR-R2-B_S62_L002	family	shannon	2.845
D05-ZR-R1-A_S29_L001	family	shannon	2.509
PCO-B3-R1-A_S65_L002	family	shannon	1.271
D10-ZR-R1-A_S9_L001	family	shannon	1.695
D06-ZF-R2-A_S24_L002	family	shannon	1.859
D05-OF-R3-A_S22_L004	family	shannon	2.591
D08-ZF-R1-B_S36_L001	family	shannon	1.878
D02-OR-R2-A_S30_L001	family	shannon	2.05
D10-ZF-R3-B_S39_L004	family	shannon	1.822
D06-OR-R2-B_S36_L001	family	shannon	2.435
D04-OF-R1-B_S123_L002	family	shannon	1.995
D09-OF-R2-B_S45_L001	family	shannon	1.936
D03-ZH-R2-B_S38_L002	family	shannon	1.332
D02-OF-R3-A_S16_L004	family	shannon	2.094
D10-ZH-R3-A_S17_L004	family	shannon	0.624
D08-OR-R2-A_S8_L001	family	shannon	2.426
D01-ZR-R3-A_S21_L003	family	shannon	1.37
D05-ZR-R3-A_S6_L004	family	shannon	2.484
D09-ZR-R3-A_S19_L004	family	shannon	1.914
D04-OR-R3-A_S18_L003	family	shannon	2.346
D04-ZH-R3-A_S26_L003	family	shannon	2.303
D07-OF-R3-A_S29_L003	family	shannon	2.077
NCO-B4-R1-A_S81_L002	family	shannon	3.051
D05-ZF-R2-B_S58_L002	family	shannon	2.495
D03-ZF-R2-B_S53_L001	family	shannon	2.174
D07-ZF-R2-B_S61_L001	family	shannon	1.624
D03-NF-R2-B_S64_L001	family	shannon	2.261
D06-NF-R2-B_S50_L001	family	shannon	2.06
D03-ZF-R3-B_S56_L003	family	shannon	2.059
D10-NF-R2-B_S49_L002	family	shannon	2.317
D08-OF-R1-B_S107_L002	family	shannon	1.846
D09-OR-R1-A_S32_L001	family	shannon	1.723
D02-ZF-R2-A_S13_L002	family	shannon	2.061
D04-ZH-R2-A_S9_L001	family	shannon	2.454
D02-NF-R2-A_S26_L001	family	shannon	2.173
D03-OF-R3-A_S2_L003	family	shannon	2.475
D01-ZF-R3-B_S39_L003	family	shannon	1.56
D06-OR-R1-B_S111_L002	family	shannon	1.837
D01-NF-R1-A_S89_L002	family	shannon	1.809
D05-OF-R1-A_S71_L002	family	shannon	2.438
D03-OR-R3-A_S27_L003	family	shannon	2.612
D06-OR-R2-A_S4_L001	family	shannon	1.922
D01-ZH-R1-A_S95_L002	family	shannon	1.921
D04-ZF-R2-A_S26_L002	family	shannon	2.909
D03-OR-R3-B_S59_L003	family	shannon	2.672
D10-ZF-R3-A_S10_L004	family	shannon	1.817
D01-NF-R1-B_S121_L002	family	shannon	1.819
D02-ZH-R3-A_S23_L004	family	shannon	1.353
D05-OF-R2-A_S25_L001	family	shannon	2.496
D09-OF-R3-A_S7_L004	family	shannon	1.874
D05-ZH-R1-A_S78_L002	family	shannon	1.776
D09-OF-R2-A_S13_L001	family	shannon	1.934
D03-NF-R1-A_S20_L001	family	shannon	2.238
D02-NF-R1-B_S126_L002	family	shannon	2.115
D07-ZR-R1-A_S10_L001	family	shannon	1.281
NCO-B2-R2-A_S10_L002	family	shannon	3.688
D01-OR-R2-B_S42_L002	family	shannon	2.505
D02-OR-R1-B_S105_L002	family	shannon	1.705
D07-ZF-R3-B_S56_L004	family	shannon	1.809
D05-ZH-R2-A_S16_L002	family	shannon	2.405
D06-NF-R1-B_S37_L001	family	shannon	1.92
D09-ZF-R3-A_S11_L004	family	shannon	1.932
D08-ZF-R3-B_S40_L003	family	shannon	1.726
NCO-B4-R3-B_S55_L003	family	shannon	3.49
D06-ZH-R2-A_S12_L002	family	shannon	1.196
D02-ZF-R1-B_S55_L001	family	shannon	1.904
D08-ZR-R1-A_S80_L002	family	shannon	2.126
D04-ZH-R2-B_S41_L001	family	shannon	2.371
D04-ZR-R1-A_S70_L002	family	shannon	2.686
D02-NF-R2-B_S58_L001	family	shannon	2.16
D07-ZH-R3-B_S49_L004	family	shannon	1.972
D06-ZR-R3-B_S52_L003	family	shannon	1.687
D07-NF-R1-A_S14_L001	family	shannon	2.165
D02-OR-R1-A_S73_L002	family	shannon	1.545
D07-ZH-R2-B_S51_L002	family	shannon	2.067
D09-ZH-R1-A_S30_L001	family	shannon	2.069
D06-ZF-R3-A_S3_L004	family	shannon	1.705
D05-ZH-R2-B_S47_L002	family	shannon	2.424
D05-NF-R3-B_S36_L003	family	shannon	1.242
D07-ZF-R3-A_S27_L004	family	shannon	1.845
NCO-B4-R3-A_S23_L003	family	shannon	3.442
D05-ZH-R3-A_S26_L004	family	shannon	1.918
D08-ZR-R3-B_S63_L003	family	shannon	1.796
D07-NF-R2-A_S2_L002	family	shannon	2.086
NCO-B2-R3-A_S28_L003	family	shannon	3.566
D10-ZR-R2-B_S51_L001	family	shannon	1.621
D01-NF-R3-B_S44_L003	family	shannon	1.071
NCO-B3-R1-B_S114_L002	family	shannon	3.155
D07-ZF-R1-A_S85_L002	family	shannon	1.845
D02-ZR-R2-A_S9_L002	family	shannon	2.003
D10-ZR-R2-A_S19_L001	family	shannon	1.613
PCO-B1-R1-A_S7_L001	family	shannon	1.081
D10-ZH-R2-B_S37_L002	family	shannon	0.768
D06-OR-R3-A_S1_L004	family	shannon	1.85
D09-OR-R2-A_S22_L001	family	shannon	2.119
NCO-B2-R1-A_S67_L002	family	shannon	3.262
D04-OR-R2-A_S23_L001	family	shannon	2.497
D07-OR-R2-B_S45_L002	family	shannon	2.939
D09-NF-R2-B_S46_L002	family	shannon	2.015
D06-ZF-R2-B_S55_L002	family	shannon	1.853
D10-OF-R3-A_S32_L003	family	shannon	1.555
D03-OR-R1-B_S45_L001	family	shannon	2.469
D02-ZR-R2-B_S40_L002	family	shannon	2.037
NCO-B1-R2-A_S3_L001	family	shannon	3.518
D04-ZF-R3-A_S3_L003	family	shannon	2.875
D02-OF-R2-A_S19_L002	family	shannon	2.249
D08-OR-R3-B_S51_L003	family	shannon	2.64
D03-OR-R2-B_S52_L001	family	shannon	3.067
D07-ZR-R3-B_S38_L004	family	shannon	1.436
D07-OF-R2-A_S28_L002	family	shannon	2.033
D01-ZR-R1-B_S40_L001	family	shannon	2.114
D01-OF-R1-B_S47_L001	family	shannon	2.133
D03-ZR-R2-A_S5_L001	family	shannon	2.108
D06-ZF-R1-B_S53_L001	family	shannon	1.801
D08-NF-R1-A_S6_L001	family	shannon	1.72
D07-OF-R1-B_S98_L002	family	shannon	1.875
D05-OF-R1-B_S103_L002	family	shannon	2.43
D03-OR-R1-A_S13_L001	family	shannon	2.69
D03-OF-R1-A_S16_L001	family	shannon	2.439
D09-ZR-R2-A_S5_L002	family	shannon	2.109
D01-ZF-R2-A_S17_L002	family	shannon	1.557
D06-NF-R2-A_S18_L001	family	shannon	2.057
D06-ZR-R3-A_S20_L003	family	shannon	1.679
NCO-B3-R2-A_S12_L001	family	shannon	3.495
D04-ZR-R3-A_S16_L003	family	shannon	2.516
D01-NF-R3-A_S12_L003	family	shannon	1.016
D07-ZH-R2-A_S20_L002	family	shannon	2.045
